"Site","Zostera.AG.mass.site","Zostera.BG.mass.site","Zostera.shoots.core.site","Zostera.sheath.width.site","Zostera.sheath.length.site","Zostera.longest.leaf.length.site","epibiota.filter.site","epibiota.zostera.marina.site","periphyton.mass.per.g.zostera.site","mesograzer.abund.per.g.plant.site","crustacean.abund.per.g.plant.site","gastropod.abund.per.g.plant.site","mesograzer.mass.per.g.plant.site","crustacean.mass.per.g.plant.site","gastropod.mass.per.g.plant.site","mesograzer.mass.per.area.site","crustacean.mass.per.area.site","gastropod.mass.per.area.site","periphyton.mass.per.area.site","log10.grazer.richness.site","crust.pct.mass.site","gast.pct.mass.site","Leaf.PercN.site","leaf.CN.ratio.site","log10.Zostera.AG.mass.site","log10.Zostera.BG.mass.site","log10.Zostera.shoots.core.site","log10.Zostera.sheath.width.site","log10.Zostera.sheath.length.site","log10.Zostera.longest.leaf.length.cm.site","log10.periphyton.mass.per.g.zostera.site","log10.mesograzer.abund.per.g.plant.site","log10.crustacean.abund.per.g.plant.site","log10.gastropod.abund.per.g.plant.site","log10.mesograzer.mass.per.g.plant.site","log10.crustacean.mass.per.g.plant.site","log10.gastropod.mass.per.g.plant.site","log10.mesograzer.abund.per.area.site","log10.mesograzer.mass.per.area.site","log10.crustacean.mass.per.area.site","log10.gastropod.mass.per.area.site","log10.periphyton.mass.per.area.site","log10.Leaf.PercN.site","grazer.richness.site","Ocean","Coast","Latitude","Longitude","Temperature.C","Salinity.ppt","log10.mean.fetch","day.length","log10.day.length","sst.min","sst.mean","sst.max","sst.range","salinity","parmean","cloudmean","precipitation","nitrate","sqrt.nitrate","ph","phosphate","log10.phosphate","chlomean","log10.chlomean","pop.density.2015","FC1","FC2","Site.1","PC1.env.global","PC2.env.global","PC3.env.global","PC1.zos.site","PC2.zos.site","zLatitude","zPC1.zos.site","zPC2.zos.site","zPC1.env.global","zPC2.env.global","zPC3.env.global","zFC1","zFC2","zcanopy","zshoots","zagbiomass","zbgbiomass","zperiphyton","zperiphyton.perg","zmesograzer.mass","zmesograzer.mass.perg","zmesograzer.abund","zmesograzer.abund.perg","rLatitude","rPC1.zos.site","rPC2.zos.site","rPC1.env.global","rPC2.env.global","rPC3.env.global","rFC1","rFC2","rcanopy","rshoots","ragbiomass","rbgbiomass","rperiphyton","rperiphyton.perg","rmesograzer.mass","rmesograzer.mass.perg","rmesograzer.abund","rmesograzer.abund.perg"
"BB.A",186.85,63.45775,327.062643237,0.74425,14.72,67.811875,0.86605,2.89455,0.336948400217078,6.30266467139904,6.07031590656126,0.232348764837783,3.59174049004528,3.26604752186612,0.32569296817916,613.914421609495,565.845827633683,48.0685939758123,64.8602674417604,NA,0.830903131473094,0.169096868526906,2.95128000975,12.0378513098105,2.17483035194805,1.68797409125828,2.40382907935926,-0.131490549758177,1.14361791790011,1.81013199852622,-0.573270060720796,0.62272204272368,0.578369436032219,-1.24058470288494,0.340982045942594,0.226351647652606,-1.22339613841618,2.79313062527866,2.51073808489862,2.39397176354914,0.873876759360143,1.59741160628417,0.467901435869614,NA,"Pacific","East Pacific",38.319755,-123.055136,13,33,-0.138913854601613,14.5,1.16136800223497,10.8133331934611,12.1969998677572,14.3869997660319,3.57366673151652,33.4536666870117,35.3173344930013,0.546333312988281,91.5833333333333,3.67300001780192,1.91650724439067,8.20966657002767,0.754900018374125,-0.12211056405787,7.664000193278,0.884455507022937,5,-898,308,"BB.A",0.234226516466359,2.61186656254373,-0.635559105464645,-1.15296663375164,0.553009360617075,-0.630382279448389,-0.640718698805376,0.491726523722164,0.139015602202707,1.83423769545994,-0.550158382781772,-1.35006858438283,0.497721907704243,0.471636692322431,-0.182536777136919,0.428027309092825,-1.10825073309878,0.912050469805033,0.836668998568999,-0.338346642389225,-0.532282867479472,-0.0076072332996928,-0.167094047508408,0.214401976767511,0.338261411695854,0.52997616532306,0.471059009574176,1,0.399711872835884,0.0857142857142857,0.417899675207506,0.578314201231585,0.511874830324546,0.723881175196859,0.401972593260085,0.691871702800852,0.75529863681854,0.535350691273717,0.531389773874066,0.66562001058674,0.629889863525219
"BB.B",241.05,183.45,389.928698771,0.823125,17.06125,73.30875,0.5294,4.11825,0.141452707605074,5.32805141585769,4.71071193010508,0.617339485752615,4.91802697702187,2.07682410207113,2.84120287495075,1200.10065952987,466.110285180888,733.990374348986,32.6929949432894,NA,0.547922611621681,0.452077388378319,2.07589790215,16.0864192557818,2.36656610797771,2.24322536564847,2.50171549838487,-0.0871091880591195,1.22092681819923,1.8568656337596,-0.887172773298112,0.573257662947565,0.520412676283072,-0.518774813007565,0.425600166065277,0.0912409380585213,-0.114413000889982,2.91722593037413,2.76910657590543,2.43391880773888,2.17477873023463,1.47532743138951,0.307456607533188,NA,"Pacific","East Pacific",38.1496437,-122.9063846,18.4,34,-0.234704070301943,14.5,1.16136800223497,10.7609996795654,12.4310002326965,14.5749998092651,3.81400001049042,33.4665012359619,35.056001663208,0.541500002145767,82.9074074074074,4.7590000629425,2.18151325069148,8.21449995040894,0.789450019598007,-0.10267536014573,8.31249976158142,0.919731645854755,5,-1063,627,"BB.B",0.53864230528175,1.79819094440253,-0.659987379937316,-1.43820901614958,-0.679177321763349,-0.647125241185782,-0.799231636425671,-0.603912930242196,0.31968918622137,1.26281704477489,-0.57130420519621,-1.58788359070627,1.03972125418357,0.643105292136918,0.0639412428089144,0.999739920921492,0.279485877126624,0.735674995116511,0.295638295141826,-0.0296817072734118,-0.423870582810054,0.136412378155862,-0.226022688656249,0.209785289469345,0.300565090481507,0.317358188552836,0.522098732183036,0.864793013512968,0.395177779103222,0,0.533020570191267,0.612431962557976,0.568530745758317,0.853663956731094,0.651847581990745,0.65192029457446,0.621621189243448,0.590441164906064,0.550597611796435,0.695192676305934,0.618010178633343
"BC.A",45.4375,75.8125,75.0300119992857,0.7545,16.7416,59.6941,0.035585,2.70468,0.0146094334953704,4.70411147084149,2.20078916689809,1.55486762699658,18.2932781058012,3.26823255019873,8.5468817815326,1051.28808301136,139.178007727605,590.24654281865,0.582186613338364,NA,0.221651430600343,0.454024037538951,2.7535080612,13.0294762753586,1.615899597544,1.83368354656505,1.80918455889117,-0.126279978535178,1.21279478068938,1.76710251636642,-1.85797369363902,0.536460502190365,0.194375964027706,0.0549329700992612,1.05788145470498,0.203651572561124,0.697753559514609,2.26558496770213,2.85226677432134,1.75488599116471,2.50876828848238,-0.211805989490883,0.433926704343997,NA,"Pacific","East Pacific",49,-123.1,24.5,26,0.863322860120456,14,1.14612803567824,5.70333328346411,10.9563334782918,16.5971666971842,10.8938334782918,25.9654995600382,33.0551675160726,0.681166668732961,87.2,7.58916664123535,2.75484421360544,7.89099995295207,1.24956665436427,0.0967594272095851,11.3398333390554,1.05460667180023,5,-893,-647,"BC.A",-1.43190476552488,1.84686122145032,-0.0355725744023989,-1.26679123102736,1.11867630372874,0.420805580387999,-0.7039725222237,0.994707954652133,-0.849848711748897,1.2969967605727,-0.0307926514408138,-1.3428620690397,-1.12487801670878,0.313758859368992,-1.67985178197188,-1.23857764789954,-0.744079852433475,-1.70173311471759,-1.37759702196433,0.0696672386767735,0.386204835501898,-0.619853768902217,-0.269860429902274,0.504255451714767,0.323218876484473,0.627583908281174,0.191707932569604,0.872880464266566,0.511074432365585,0.0883116883116883,0.0732587513533021,0.546900646625896,0.167699100941912,0.345550135156703,0.467544974958292,0.0998146994951533,0.208199501774727,0.608172950621266,0.69412191245367,0.539902672842808,0.609172734866943
"BC.B",70.35,253.175,210.084033609,0.5535,9.987,50.169,0.05265,1.87345,0.0292714193723686,40.8477788549634,24.1909657832966,13.1914825856631,63.8775357657881,15.1498824267513,17.4337215911318,4472.0841607254,1113.11396547921,1151.71871404405,2.09626453128512,NA,0.257501125645126,0.286121248196224,1.97843164205,18.4588767813298,1.78871602594962,2.39297444514067,2.21180849357636,-0.258348775221173,0.992688479618301,1.68850309037684,-1.548802594728,1.58631378613752,1.34244233283811,1.02025152964295,1.73909310224069,1.10313751583516,1.10696253689608,3.36650061357379,3.51927345786981,2.88368905746984,2.88738189942324,0.245588923248988,0.293021293461701,NA,"Pacific","East Pacific",49,-122.8,22.5,26,0.89209460269048,14,1.14612803567824,4.17625002190471,10.664999961853,17.0485000610352,12.8722500801086,27.1259994506836,33.2987499237061,0.681250005960464,92.0980392156863,7.80375003814697,2.79351929260332,7.87950003147125,1.1205749809742,0.0494409217669728,20.7454996109009,1.31692389834285,250,-848,-561,"BC.B",-1.40293508322897,1.12698743123606,0.53153785295706,-0.107288467115288,0.28006352300372,0.420805580387999,-0.0596216100575715,0.249027724294455,-0.83265493757361,0.791450397324096,0.460114571651619,-1.27800343095149,-0.978759070635988,0.0253727012335795,-0.666044645171444,-0.723278187347189,0.653752969421209,-1.04093293382421,-0.844721546789892,0.866519725979029,1.25896956893831,0.65782102662533,0.980866410454824,0.504255451714767,0.476453428341406,0.482878438500454,0.196565120017744,0.753260355643651,0.616334909821502,0.111688311688312,0.104294478527607,0.489519352769504,0.400734774554272,0.462526734815163,0.719237881259549,0.249494794358497,0.33986196186332,0.750395068997377,0.848753129712162,0.802257564958565,0.861312279574558
"CR.A",80.325,43.5,332.633053265,0.52945833335,9.6884166667,47.2617916665,0.433685,1.286395,0.309004067910004,0,0,0,0,0,0,0,0,0,26.0900259986202,NA,NA,NA,1.5283031107,22.8928724669228,1.88881493188578,1.62787005849657,2.51241563460184,-0.277144978835577,0.982278701220897,1.67148722222213,-0.578197428409001,-2,-2,-2,-2,-2,-2,0,0,0,0,1.30553545454798,0.183121860032823,NA,"Atlantic","East Atlantic",44.21154996,15.4906946,17,25,0.130936536783167,14.85,1.17172645365323,8.19600009918213,15.7770004272461,24.8369998931885,16.6410007476807,38.4339981079102,33.1430015563965,0.656000018119812,84.8208333333333,0.606000006198883,0.778460022222646,8.24699974060059,0.0348000004887581,-1.45842074995385,0.612999975681305,-0.212539542710745,250,372,-159,"CR.A",1.19546806174592,-3.2766566571104,-0.59256243650662,0.0121473930907114,0.978842366239358,-0.0504907755926986,0.00675046585661612,0.870369994254298,0.709521342950002,-2.30110038611555,-0.512939219913109,0.480386312773351,-0.29573795062129,-0.0370595720647707,0.0908841876439859,-0.424805914157309,-1.25846842828051,0.490375876376782,0.828176376174927,-3.33784865228265,-3.53153659236447,-3.24919310222345,-3.29163430831291,0.374300672240576,0.492237522251252,0.603455089736105,0.632225097647659,0.0215148867221035,0.407692417162337,0.745454545454545,0.249368459040058,0.477096965220054,0.574723903283876,0.530282038833255,0.374924488732105,0.59635675748036,0.753200286248661,0,0,0,0
"CR.B",39.5,39.1578947368421,447.22434431,0.4685,5.18391666665,27.60055,0.16621,0.61026,0.294211100598598,0.739226149057629,0.0331081975897232,0.706117951467906,8.78857807406399,1.19608992186466,7.59248815219934,362.337163386613,61.6930591277559,300.644104258857,13.1303290706635,NA,0.0833333333333333,0.916666666666667,1.49618861665,25.2667852493391,1.59222224961465,1.58486167677062,2.63965477842121,-0.330231580806256,0.712285752773301,1.43829778496392,-0.601444956203725,-0.802937652758797,-1.90862623912446,-0.894311413634337,-0.179714959013463,-1.83105123318039,-0.34866372583307,0.982910633463183,1.63310914234226,0.161545276531442,1.47156386581081,1.0052730304072,0.167780186740781,NA,"Atlantic","East Atlantic",44.20557132,15.47773378,19,20,0.210853365314893,15.383,1.18704104004233,8.19600009918213,15.7770004272461,24.8369998931885,16.6410007476807,38.4339981079102,33.1430015563965,0.656000018119812,84.7458333333333,0.606000006198883,0.778460022222646,8.24699974060059,0.0348000004887581,-1.45842074995385,0.612999975681305,-0.212539542710745,250,402,-143,"CR.B",0.981814250951037,-3.40613324118119,-0.302199083370846,1.30999903885504,1.43402565369973,-0.0510792146955782,0.727983668426177,1.27511123651746,0.582715831692614,-2.39202801411456,-0.26159228552613,0.523625404832158,-0.2685530304217,-0.892646048454176,0.411272373670017,-1.30917813841926,-1.36595905211238,0.0565856031112102,0.788107826870421,-1.38682310155153,-1.19939709603909,-2.10846978945992,-1.86553217559738,0.374138416638812,0.663755625963649,0.681998504482706,0.596402937175196,0,0.461586303982725,0.761038961038961,0.255142547816673,0.306857660606125,0.648368952759115,0.329523327547854,0.355569794029428,0.498097448341848,0.743300180089928,0.348218762258372,0.413194478784098,0.234233580173613,0.287494224035994
"ES.A",182.3,180.45,725.744843395,0.4,9.133,46.9555,0.12602,1.161195,0.1105026951072,6.93581525191318,6.40823354192012,0.527581709993058,12.7289607550882,9.554332277889,3.17462847719924,2226.72112559177,1663.62807067118,563.093054920589,19.9186859592601,NA,0.834401081820169,0.165598918179831,1.84127966347368,19.9786788690047,2.2364765160585,2.24316282202943,2.84191531852341,-0.399703230912598,0.956315716461586,1.65685019039046,-0.971842572694587,0.773260558559464,0.73329581445457,-0.798507247410655,0.852520019535862,0.747516638132005,-0.646508624867417,3.00674461993423,3.08576669486038,2.98066828817103,1.50253189654259,1.26022918537307,0.262718911710308,NA,"Atlantic","West Atlantic",37.265686,-75.812668,28.05,35.42,0.698481148010606,14.683,1.16681479879091,5.65480003356934,16.0202001571655,26.5940002441406,20.9391998291016,26.423999786377,34.2850006103516,0.503400003910065,88.3846153846154,0.646999990940094,0.804363096455882,8.2818000793457,0.249199998378754,-0.603451964838302,4.74360003471375,0.67610806356877,25,698,88,"ES.A",1.12372139513892,-0.648737306086941,0.633216404647228,0.490174426179735,-0.853743772353586,-0.734127515276769,0.272396365459094,-0.759134450925808,0.666939033248781,-0.455589285586209,0.548130473053203,0.950251113145725,0.123929254959881,-0.0907637476779704,0.920564448442114,0.61184221259654,0.279329562186201,0.424921735911929,0.149704668922431,0.348622453153106,0.123096858895992,0.240303874119693,0.012247737807962,0.185795370600313,0.555411376139927,0.287236157478168,0.620195728290762,0.458191429881324,0.635207306415877,0.914805194805195,0.338505954529051,0.466411240558022,0.765435816269778,0.765608450353259,0.65181943602004,0.581530517661944,0.585564021794702,0.657960837547743,0.647506020295885,0.716525524312912,0.666044165677886
"ES.B",131.85,102.55,472.689075625,0.4379,12.148,57.4065,0.04917,1.671065,0.0289727234512115,6.34584996863779,5.76871703481482,0.577132933822963,17.1219270925011,13.1116527363836,4.01027435611746,2442.81788173568,1876.5492634713,566.268618264384,3.93473186891649,NA,0.820139013356404,0.179860986643596,1.84840051126316,20.2206944516309,2.09131449567053,1.98348827834351,2.66676971095406,-0.361009613863277,1.08337747066784,1.75712724847738,-1.54500401487347,0.648617176266301,0.597404403861033,-0.953280664013908,0.928417259845659,0.804486701854326,-0.736819529341205,2.73545769624412,3.01538642413122,2.89142748297089,1.32031025202243,0.54148132123831,0.263317378704057,NA,"Atlantic","West Atlantic",37.31855,-75.789076,27.7,35.64,0.441302286693167,14.683,1.16681479879091,5.34183327356974,15.863333384196,26.9483334223429,21.6064999898275,26.449166615804,34.152333577474,0.50300000111262,87.8611111111111,0.782666663328807,0.884684499315325,8.27316665649414,0.270133336385091,-0.568421817461115,5.50066673755646,0.740415333656441,25,654,72,"ES.B",1.01549158465959,-0.580910718266198,0.74014038739285,-0.0624992182172498,-0.103840309299227,-0.728924451580909,-0.0347316362852662,-0.0923330380103632,0.602703640488585,-0.407956651546104,0.640686971610347,0.886833778126141,0.0967443347602909,0.277158984157768,0.4795477784523,0.179001935264559,-0.369673668670475,-0.613456054063818,-0.838174459911136,0.264541295991125,0.220335998812588,-0.0745399252711523,-0.136244271590559,0.187230058109786,0.482372569456468,0.416634534662036,0.602049430668123,0.469462049694033,0.655053299246051,0.891948051948052,0.332731865752436,0.539618229854643,0.664062869646315,0.66735066490313,0.534960318950171,0.346324035276556,0.341479611023452,0.642954044599682,0.6647342674906,0.651876200939201,0.636109006029619
"FI.A",30.775,88.65,206.900942191,0.3425,6.390375,25.22625,0.27575,0.573215,0.523106833324546,183.658428897542,1.09768554775801,182.390927778284,52.0710401487676,4.14997339873122,47.9210667500364,1719.81184704664,141.001193967067,1578.81065307958,14.4272157831432,NA,0.107359882399944,0.892640117600055,2.4592936039,16.7318353572629,1.42720118397127,1.82183905757706,2.27990561135215,-0.466263719939786,0.800882836210883,1.40053498547328,-0.560239146944806,2.06440572007012,-0.219778167501404,2.05685436983247,1.6040395448809,0.256668908415742,1.55195385991302,3.46987294567403,3.00999599740534,1.72300738536473,2.95815287927358,0.855750984141389,0.388762175999154,NA,"Atlantic","East Atlantic",59.92025,21.79618333,14,6.5,0.355068206348851,19,1.27875360095283,0.853666663169861,8.20366684595744,18.9173332850138,18.0636669794718,6.23933331171672,36.7349993387858,0.747166663408279,51.5119047619048,1.67683333158493,1.29492599463635,8.25583346684774,0.19010000427564,-0.721017873366609,12.8430000940959,1.10866648573589,1,563,71,"FI.A",-2.19196068151248,-0.372240263810205,2.2444502439324,1.46759235915528,1.65285419033849,1.49561558955711,0.815560345987638,1.46968985177366,-1.30094892218951,-0.261413478559819,1.94286118445784,0.755675198881091,0.0950452772478165,-1.03120009676218,-0.494576090897285,-1.80123359223421,-0.773682721902084,-0.159429469352413,0.859128582905296,0.258101518024751,1.08593967079262,0.777790457321184,1.55043400915734,0.800622474174718,0.684582434284811,0.719758108108544,0.0642735334860693,0.504136436743171,0.934265893657809,0.844675324675325,0.332370985203898,0.279289033136768,0.440148868811612,0.217823280804205,0.462214700740289,0.449167140098661,0.760847933538034,0.641804673945962,0.81809673085994,0.826891820214735,0.976133925983026
"FI.B",45.825,68.85,466.322892785,0.3245,6.58,30.827,0.006955,0.419505,0.0181849951346093,13.0501683101052,2.00187666837102,11.0016358508703,19.0145127603199,6.18766287282401,12.8268498874958,876.696628516935,292.713295527179,583.983332989755,0.837731722515211,NA,0.298874520304573,0.701125479695427,2.06128189565,19.3483276460058,1.65078795796716,1.82106402142348,2.63053928468811,-0.491154024735208,0.813141252668757,1.48420844739371,-1.75907162745521,1.07432987297693,-0.055318394668345,0.984512195866367,1.22688165556462,0.212711875672555,1.04221339905975,2.71543468172437,2.86790383378306,1.91780323716659,2.68343092095733,-0.0827925933512412,0.31338949404808,NA,"Atlantic","East Atlantic",60.10785,21.70995,17,6.5,0.27703588817211,14.5,1.16136800223497,0.7052499987185,7.9881249666214,18.2065002918243,17.5012495517731,6.171875,36.5476245880127,0.731250002980232,52.1157407407407,1.63650001585484,1.27925760339927,8.24387502670288,0.18610000051558,-0.730253625666044,24.0160001516342,1.38050067764128,1,637,132,"FI.B",-2.21009966578579,-0.46367675012136,2.59860498501672,1.46479101451502,0.924937910966701,1.51407985161339,0.814003601984581,0.822439068863119,-1.31171457699299,-0.325626655579469,2.24942779318733,0.862331625959483,0.198687785508753,-0.724196986786281,0.388319558881936,-1.13454845651148,-0.775619765713012,-1.51534696757819,-1.20713320532991,0.0883483554234283,0.602726992437324,-0.0977777646808284,0.370922114606687,0.805713791078038,0.684212221462635,0.594153693784615,0.0612322696629317,0.488942603361097,1,0.883116883116883,0.354384698664742,0.340374612910266,0.643092974260561,0.36916549283775,0.461865917839514,0.142033659162083,0.250317569690748,0.611507153676006,0.732484008683809,0.647104594836717,0.738350916557637
