"X","Site.Code","Site","Subsite","Sampling.Time","Plot.ID","Unique.ID","Ocean","Coast","Latitude","Longitude","Temperature.C","Salinity.ppt","mean.fetch","pop.density.2015","GenotypicRichness","AllelicRichness","Leaf.PercN","Leaf.PercC","Zostera.shoots.per.m2.core","Zostera.sheath.width","Zostera.sheath.length","Zostera.longest.leaf.length","Zostera.aboveground.mean.mass","Zostera.belowground.mean.mass","total.macrophytes.g","Gastropoda.mesograzer.plot.abund","Gastropoda.mesograzer.plot.abund.std.g","Gastropoda.mesograzer.plot.biomass.mg","Gastropoda.mesograzer.plot.biomass.std.mg.g","Gastropoda.mesograzer.plot.richness","Insecta.mesograzer.plot.abund","Insecta.mesograzer.plot.abund.std.g","Insecta.mesograzer.plot.biomass.mg","Insecta.mesograzer.plot.biomass.std.mg.g","Insecta.mesograzer.plot.richness","Malacostraca.mesograzer.plot.abund","Malacostraca.mesograzer.plot.abund.std.g","Malacostraca.mesograzer.plot.biomass.mg","Malacostraca.mesograzer.plot.biomass.std.mg.g","Malacostraca.mesograzer.plot.richness","Polychaeta.mesograzer.plot.abund","Polychaeta.mesograzer.plot.abund.std.g","Polychaeta.mesograzer.plot.biomass.mg","Polychaeta.mesograzer.plot.biomass.std.mg.g","Polychaeta.mesograzer.plot.richness","Polyplacophora.mesograzer.plot.abund","Polyplacophora.mesograzer.plot.abund.std.g","Polyplacophora.mesograzer.plot.biomass.mg","Polyplacophora.mesograzer.plot.biomass.std.mg.g","Polyplacophora.mesograzer.plot.richness","mesograzer.total.plot.abund","mesograzer.total.plot.biomass.mg","mesograzer.total.plot.richness","mesograzer.total.plot.abund.std.g","mesograzer.total.plot.biomass.std.mg.g","Gastropoda.mesograzer.site.richness","Insecta.mesograzer.site.richness","Malacostraca.mesograzer.site.richness","Polychaeta.mesograzer.site.richness","Polyplacophora.mesograzer.site.richness","grazer.richness.site","epifauna.total.plot.abund","epifauna.total.plot.biomass.mg","epifauna.total.plot.abund.std.g","epifauna.total.plot.biomass.std.mg.g","Zostera.production","epibiota.filter","epibiota.zostera.marina","periphyton.mass.per.g.zostera","pct.cover.bare","pct.cover.macroalgae","pct.cover.seagrass","predation.amphipods","predation.gastropods","predation.squidpops","sst.min","sst.mean","sst.max","sst.range","chlomean","nitrate","parmean","cloudmean","day.length","ph","phosphate","salinity","precipitation","crust.pct.mass","gast.pct.mass","mesograzer.abund.per.area","crustacean.mass.per.area","gastropod.mass.per.area","mesograzer.mass.per.area","periphyton.mass.per.area","leaf.CN.ratio","log10.Zostera.AG.mass","log10.Zostera.BG.mass","log10.Zostera.shoots.core","log10.Zostera.sheath.width","log10.Zostera.sheath.length","log10.Zostera.longest.leaf.length","log10.epibiota.filter","log10.epibiota.zostera.marina","log10.periphyton.mass.per.g.zostera","log10.periphyton.mass.per.area","log10.mesograzer.abund.per.g.plant","log10.crustacean.abund.per.g.plant","log10.gastropod.abund.per.g.plant","log10.mesograzer.mass.per.g.plant","log10.crustacean.mass.per.g.plant","log10.gastropod.mass.per.g.plant","log10.mesograzer.abund.per.area","log10.crustacean.mass.per.area","log10.gastropod.mass.per.area","log10.mesograzer.mass.per.area","log10.grazer.richness.site","log10.day.length","log10.Leaf.PercN","sqrt.nitrate","log10.phosphate","log10.chlomean","log10.mean.fetch","log10.pct.cover.bare","log10.pct.cover.macroalgae","log10.pct.cover.seagrass","sqrt.pct.cover.seagrass","log10.predation.amphipods","log10.predation.gastropods","log10.predation.squidpops","log10.Zostera.shoots.core.imputed","log10.Zostera.AG.mass.imputed","log10.Zostera.BG.mass.imputed","log10.Leaf.PercN.imputed","log10.crustacean.mass.per.g.plant.imputed","log10.crustacean.mass.per.area.imputed","log10.gastropod.mass.per.g.plant.imputed","log10.gastropod.mass.per.area.imputed","log10.mesograzer.mass.per.g.plant.imputed","log10.mesograzer.mass.per.area.imputed","log10.mesograzer.abund.per.g.plant.imputed","log10.mesograzer.abund.per.area.imputed","PC1.zos","PC2.zos","PC1.env.global","PC2.env.global","PC3.env.global","FC1","FC2"
283,"JN","JN.A","A",1,3,"JN.A.1.3","Pacific","West Pacific",43.021167,144.903217,21,26,2.24875,5,1,6.58,2.033395529,35.33803558,159.1545709,0.81,31.42,168.68,161.5,53,2.951,0,0,0,0,0,0,0,0,0,0,24,8.13283632666893,85.7668,29.0636394442562,1,0,0,0,0,0,0,0,0,0,0,24,85.7668,1,8.13283632666893,29.0636394442562,0,0,11,0,0,NA,32,85.7668,10.8437817688919,29.0636394442562,5000.636617678,1.63593,4.474,0.365652659812249,NA,5,90,0.8,0.0555555555555556,0.8,0.202600001,8.268200016,19.60700035,19.40439987,4.25899992,6.615999985,27.66939964,0.666999996,15,8.152200317,0.705379999,32.58700027,91.546875,1,0,1313.45306675703,4693.77777024738,0,4693.77777024738,59.0529045596781,17.3788301764285,2.21085336531489,1.73239375982297,2.20181911602106,-0.0915149811213502,1.49720618070395,2.22706359234283,0.213764716655517,0.650695979760611,-0.435745160149913,1.77197607446302,0.910775705437697,0.910775705437697,-2,1.46349940024735,1.46349940024735,-2,3.11874508400471,3.67161503953302,0,3.67161503953302,NA,1.17609125905568,0.308221864301791,2.57215862360781,-0.151576858883275,0.629307631916069,0.351941176353608,NA,0.707570176097936,1.95424250943932,9.48683298050514,-0.0969100130080564,-1.25527250510331,-0.0969100130080564,2.20181911602106,2.21085336531489,1.73239375982297,0.308221864301791,1.46349940024735,3.67161503953302,-2,0,1.46349940024735,3.67161503953302,0.910775705437697,3.11874508400471,-2.74960352408668,0.453432451753698,-1.98178140985291,-0.19747731565787,-0.474884129990772,-478,-503
284,"JN","JN.A","A",1,4,"JN.A.1.4","Pacific","West Pacific",43.021167,144.903217,21,26,2.24875,5,1,6.58,2.352689266,36.35833359,127.3236567,0.81,30.14,156.64,101,26,3.692,0,0,0,0,0,0,0,0,0,0,150,40.6283856988082,274.1683,74.2601029252438,1,0,0,0,0,0,0,0,0,0,0,150,274.1683,1,40.6283856988082,74.2601029252438,0,0,11,0,0,NA,155,274.1683,41.9826652221018,74.2601029252438,3837.535012938,2.688,5.496,0.489082969432314,NA,0,90,0.8,0.0555555555555556,0.8,0.202600001,8.268200016,19.60700035,19.40439987,4.25899992,6.615999985,27.66939964,0.666999996,15,8.152200317,0.705379999,32.58700027,91.546875,1,0,4103.46695557963,7500.27039544962,0,7500.27039544962,49.3973799126638,15.4539463053766,2.00860017176192,1.43136376415899,2.10490910294478,-0.0915149811213502,1.47914324797861,2.19490267445906,0.429429264381788,0.740046724051494,-0.309730389121894,1.69458221065906,1.60893644789731,1.60893644789731,-2,1.87081402577145,1.87081402577145,-2,3.61325676357921,3.87513482059324,0,3.87513482059324,NA,1.17609125905568,0.371564571046406,2.57215862360781,-0.151576858883275,0.629307631916069,0.351941176353608,NA,-1,1.95424250943932,9.48683298050514,-0.0969100130080564,-1.25527250510331,-0.0969100130080564,2.10490910294478,2.00860017176192,1.43136376415899,0.371564571046406,1.87081402577145,3.87513482059324,-2,0,1.87081402577145,3.87513482059324,1.60893644789731,3.61325676357921,-2.63795432713349,1.32541941301939,-1.98178140985291,-0.19747731565787,-0.474884129990772,-478,-503
285,"JN","JN.A","A",1,5,"JN.A.1.5","Pacific","West Pacific",43.021167,144.903217,21,26,2.24875,5,1,6.58,2.139133453,36.1504631,159.1545709,0.76,23.64,128.32,153,54.5,3.294,0,0,0,0,0,0,0,0,0,0,35,10.6253794778385,50.2611,15.258378870674,1,0,0,0,0,0,0,0,0,0,0,35,50.2611,1,10.6253794778385,15.258378870674,0,0,11,0,0,NA,53,50.2611,16.0898603521554,15.258378870674,3762.414056076,1.476366,2.538,0.581704491725768,NA,0,100,0.8,0.0555555555555556,0.8,0.202600001,8.268200016,19.60700035,19.40439987,4.25899992,6.615999985,27.66939964,0.666999996,15,8.152200317,0.705379999,32.58700027,91.546875,1,0,1625.68306010929,2334.53196721312,0,2334.53196721312,89.0007872340426,16.8995828891841,2.18752072083646,1.74429298312268,2.20181911602106,-0.119186407719209,1.37364747220922,2.10829435094009,0.169194035045422,0.404491617758686,-0.234551634176545,1.94988154118491,1.02675299044853,1.02675299044853,-2,1.18379292802592,1.18379292802592,-2,3.211302944053,3.36838581599942,0,3.36838581599942,NA,1.17609125905568,0.330237879519429,2.57215862360781,-0.151576858883275,0.629307631916069,0.351941176353608,NA,-1,2,10,-0.0969100130080564,-1.25527250510331,-0.0969100130080564,2.20181911602106,2.18752072083646,1.74429298312268,0.330237879519429,1.18379292802592,3.36838581599942,-2,0,1.18379292802592,3.36838581599942,1.02675299044853,3.211302944053,-2.2507260079297,0.517552736942005,-1.98178140985291,-0.19747731565787,-0.474884129990772,-478,-503
286,"JN","JN.A","A",1,6,"JN.A.1.6","Pacific","West Pacific",43.021167,144.903217,21,26,2.24875,5,1,6.58,2.113819122,35.72943497,127.3236567,0.86,37.28,159.6,26,34.5,4.469,0,0,0,0,0,0,0,0,0,0,92,20.5862609084806,220.9055,49.4306332512866,1,0,0,0,0,0,0,0,0,0,0,92,220.9055,1,20.5862609084806,49.4306332512866,0,0,11,0,0,NA,97,250.3348,21.7050794361155,56.0158424703513,4746.625921776,2.211916,5.009,0.441588340986225,NA,5,95,0.8,0.0555555555555556,0.8,0.202600001,8.268200016,19.60700035,19.40439987,4.25899992,6.615999985,27.66939964,0.666999996,15,8.152200317,0.705379999,32.58700027,91.546875,1,0,535.242783620496,1285.19646453345,0,1285.19646453345,11.4812968656418,16.9027872811532,1.43136376415899,1.55022835305509,2.10490910294478,-0.0655015487564323,1.57147590368194,2.20303288701471,0.344768630123994,0.699751031689514,-0.354000030788424,1.0637571941113,1.31378838472811,1.31378838472811,-2,1.69408402469763,1.69408402469763,-2,2.72936146080139,3.10930731146995,0,3.10930731146995,NA,1.17609125905568,0.325067822291124,2.57215862360781,-0.151576858883275,0.629307631916069,0.351941176353608,NA,0.707570176097936,1.97772360528885,9.74679434480896,-0.0969100130080564,-1.25527250510331,-0.0969100130080564,2.10490910294478,1.43136376415899,1.55022835305509,0.325067822291124,1.69408402469763,3.10930731146995,-2,0,1.69408402469763,3.10930731146995,1.31378838472811,2.72936146080139,-2.39042012966959,2.02891334741015,-1.98178140985291,-0.19747731565787,-0.474884129990772,-478,-503
287,"JN","JN.A","A",1,7,"JN.A.1.7","Pacific","West Pacific",43.021167,144.903217,21,26,2.24875,5,1,6.58,1.785105586,35.01802826,159.1545709,0.72,31.96,157.7,172,61.5,4.073,0,0,0,0,0,0,0,0,0,0,121,29.7078320648171,209.8455,51.5211146575006,1,0,0,0,0,0,0,0,0,0,0,121,209.8455,1,29.7078320648171,51.5211146575006,0,0,11,0,0,NA,121,209.8455,29.7078320648171,51.5211146575006,5086.580085964,6.392,4.958,1.2892295280355,NA,0,95,0.8,0.0555555555555556,0.8,0.202600001,8.268200016,19.60700035,19.40439987,4.25899992,6.615999985,27.66939964,0.666999996,15,8.152200317,0.705379999,32.58700027,91.546875,1,0,5109.74711514854,8861.6317210901,0,8861.6317210901,221.747478822106,19.6167826343915,2.2380461031288,1.79588001734408,2.20181911602106,-0.142667503568732,1.50460677064195,2.1978316933289,0.805636766305935,0.695306522431803,0.110666976882271,2.34605449755621,1.4730171241791,1.4730171241791,-2,1.71206953668514,1.71206953668514,-2,3.70848439216387,3.94756270295191,0,3.94756270295191,NA,1.17609125905568,0.251663908997794,2.57215862360781,-0.151576858883275,0.629307631916069,0.351941176353608,NA,-1,1.97772360528885,9.74679434480896,-0.0969100130080564,-1.25527250510331,-0.0969100130080564,2.20181911602106,2.2380461031288,1.79588001734408,0.251663908997794,1.71206953668514,3.94756270295191,-2,0,1.71206953668514,3.94756270295191,1.4730171241791,3.70848439216387,-2.58996689807009,0.299676053862729,-1.98178140985291,-0.19747731565787,-0.474884129990772,-478,-503
288,"JN","JN.A","A",1,8,"JN.A.1.8","Pacific","West Pacific",43.021167,144.903217,21,26,2.24875,5,1,6.58,2.446708679,36.40504074,190.9854851,0.76,27.9,151.4,140.5,69.5,2.756,0,0,0,0,0,0,0,0,0,0,15,5.44267053701016,97.2035,35.2697750362845,1,0,0,0,0,0,0,0,0,0,0,15,97.2035,1,5.44267053701016,35.2697750362845,0,0,11,0,0,NA,15,97.2035,5.44267053701016,35.2697750362845,5328.49503429,2.795352,3.937,0.710020828041656,NA,0,90,0.8,0.0555555555555556,0.8,0.202600001,8.268200016,19.60700035,19.40439987,4.25899992,6.615999985,27.66939964,0.666999996,15,8.152200317,0.705379999,32.58700027,91.546875,1,0,764.695210449927,4955.40339259797,0,4955.40339259797,99.7579263398527,14.8791889498178,2.15075643986031,1.8481891169914,2.28100036211416,-0.119186407719209,1.4456042032736,2.18012587516405,0.4464365034683,0.59516541479023,-0.148117677229343,1.99938254320808,0.736609257400534,0.736609257400534,-2,1.5475258071624,1.5475258071624,-2,2.88405593051868,3.69516664557527,0,3.69516664557527,NA,1.17609125905568,0.388582262512984,2.57215862360781,-0.151576858883275,0.629307631916069,0.351941176353608,NA,-1,1.95424250943932,9.48683298050514,-0.0969100130080564,-1.25527250510331,-0.0969100130080564,2.28100036211416,2.15075643986031,1.8481891169914,0.388582262512984,1.5475258071624,3.69516664557527,-2,0,1.5475258071624,3.69516664557527,0.736609257400534,2.88405593051868,-2.38320253191929,0.304828525008404,-1.98178140985291,-0.19747731565787,-0.474884129990772,-478,-503
289,"JN","JN.A","A",1,9,"JN.A.1.9","Pacific","West Pacific",43.021167,144.903217,21,26,2.24875,5,1,6.58,2.220989704,36.20349503,127.3236567,0.86,34.86,154.54,120,50.5,5.107,0,0,0,0,0,0,0,0,0,0,123,24.0845897787351,309.164,60.5373017427061,1,0,0,0,0,0,0,0,0,0,0,123,309.164,1,24.0845897787351,60.5373017427061,0,0,11,0,0,NA,132,309.164,25.8468768357157,60.5373017427061,4438.502672562,2.627476,4.67,0.56262869379015,NA,0,90,0.8,0.0555555555555556,0.8,0.202600001,8.268200016,19.60700035,19.40439987,4.25899992,6.615999985,27.66939964,0.666999996,15,8.152200317,0.705379999,32.58700027,91.546875,1,0,2890.15077344821,7264.47620912473,0,7264.47620912473,67.515443254818,16.3006136249968,2.08278537031645,1.71180722904119,2.10490910294478,-0.0655015487564323,1.54232738277397,2.18904090790901,0.41953875776777,0.669316880566112,-0.249006905489014,1.8300458994086,1.38191953664062,1.38191953664062,-2,1.78209479381492,1.78209479381492,-2,3.46107074070876,3.86126408500943,0,3.86126408500943,NA,1.17609125905568,0.34654654526331,2.57215862360781,-0.151576858883275,0.629307631916069,0.351941176353608,NA,-1,1.95424250943932,9.48683298050514,-0.0969100130080564,-1.25527250510331,-0.0969100130080564,2.10490910294478,2.08278537031645,1.71180722904119,0.34654654526331,1.78209479381492,3.86126408500943,-2,0,1.78209479381492,3.86126408500943,1.38191953664062,3.46107074070876,-2.79630591088903,0.793514639962787,-1.98178140985291,-0.19747731565787,-0.474884129990772,-478,-503
290,"JN","JN.A","A",1,10,"JN.A.1.10","Pacific","West Pacific",43.021167,144.903217,21,26,2.24875,5,1,6.58,2.386423826,36.5561142,159.1545709,0.79,30.48,144.54,108,24,2.754,0,0,0,0,0,0,0,0,0,0,118,42.8467683369644,304.3427,110.509331880901,1,0,0,0,0,0,0,0,0,0,0,118,304.3427,1,42.8467683369644,110.509331880901,0,0,11,0,0,NA,118,304.3427,42.8467683369644,110.509331880901,4851.031321032,2.146794,4.437,0.48383908045977,NA,0,90,0.8,0.0555555555555556,0.8,0.202600001,8.268200016,19.60700035,19.40439987,4.25899992,6.615999985,27.66939964,0.666999996,15,8.152200317,0.705379999,32.58700027,91.546875,1,0,4627.45098039216,11935.0078431373,0,11935.0078431373,52.2546206896552,15.318366252349,2.03742649794062,1.39794000867204,2.20181911602106,-0.102372908709559,1.48401496266756,2.15998805038199,0.331790372822128,0.647089428716555,-0.314402381119042,1.71895501746591,1.6320194194744,1.6320194194744,-2,2.04343825082541,2.04343825082541,-2,3.6654356685065,4.0768590955031,0,4.0768590955031,NA,1.17609125905568,0.377747576361663,2.57215862360781,-0.151576858883275,0.629307631916069,0.351941176353608,NA,-1,1.95424250943932,9.48683298050514,-0.0969100130080564,-1.25527250510331,-0.0969100130080564,2.20181911602106,2.03742649794062,1.39794000867204,0.377747576361663,2.04343825082541,4.0768590955031,-2,0,2.04343825082541,4.0768590955031,1.6320194194744,3.6654356685065,-2.50475694165744,1.24135871353079,-1.98178140985291,-0.19747731565787,-0.474884129990772,-478,-503
291,"JN","JN.A","A",1,11,"JN.A.1.11","Pacific","West Pacific",43.021167,144.903217,21,26,2.24875,5,1,6.58,2.599758863,36.37539673,127.3236567,0.85,32.68,133.38,106.5,46,3.355,0,0,0,0,0,0,0,0,0,0,76,22.6527570789866,121.1026,36.0961549925484,1,0,0,0,0,0,0,0,0,0,0,76,121.1026,1,22.6527570789866,36.0961549925484,0,0,11,0,0,NA,77,121.1026,22.9508196721311,36.0961549925484,4160.937100956,2.689246,6.499,0.41379381443299,NA,0,70,0.8,0.0555555555555556,0.8,0.202600001,8.268200016,19.60700035,19.40439987,4.25899992,6.615999985,27.66939964,0.666999996,15,8.152200317,0.705379999,32.58700027,91.546875,1,0,2412.51862891207,3844.2405067064,0,3844.2405067064,44.0690412371134,13.9918348765718,2.03140846425162,1.67209785793572,2.10490910294478,-0.0705810742857073,1.51428204786038,2.12509071308263,0.429630531325549,0.812846536967071,-0.382167728603271,1.64511797227288,1.35531274362765,1.35531274362765,-2,1.55758124211197,1.55758124211197,-2,3.38265065529993,3.5849235086287,0,3.5849235086287,NA,1.17609125905568,0.414933067461157,2.57215862360781,-0.151576858883275,0.629307631916069,0.351941176353608,NA,-1,1.84509804001426,8.36660026534076,-0.0969100130080564,-1.25527250510331,-0.0969100130080564,2.10490910294478,2.03140846425162,1.67209785793572,0.414933067461157,1.55758124211197,3.5849235086287,-2,0,1.55758124211197,3.5849235086287,1.35531274362765,3.38265065529993,-2.58987156614242,0.955165667521488,-1.98178140985291,-0.19747731565787,-0.474884129990772,-478,-503
292,"JN","JN.A","A",1,12,"JN.A.1.12","Pacific","West Pacific",43.021167,144.903217,21,26,2.24875,5,1,6.58,2.303274632,35.8260498,127.3236567,0.76,29.54,141.46,113,36.5,0.926,0,0,0,0,0,0,0,0,0,0,23,24.8380129589633,123.3263,133.181749460043,1,0,0,0,0,0,0,0,0,0,0,23,123.3263,1,24.8380129589633,133.181749460043,0,0,11,0,0,NA,23,123.3263,24.8380129589633,133.181749460043,3761.140818918,2.34688,4.362,0.538028427326914,NA,0,90,0.8,0.0555555555555556,0.8,0.202600001,8.268200016,19.60700035,19.40439987,4.25899992,6.615999985,27.66939964,0.666999996,15,8.152200317,0.705379999,32.58700027,91.546875,1,0,2806.69546436285,15049.5376889849,0,15049.5376889849,60.7972122879413,15.5543977701396,2.05690485133647,1.57403126772772,2.10490910294478,-0.119186407719209,1.47041049097593,2.15063365374643,0.37049088394449,0.639685661242681,-0.268388330350069,1.78459741224413,1.39529166488178,1.39529166488178,-2,2.12447732337067,2.12447732337067,-2,3.44835000042388,4.17755201562341,0,4.17755201562341,NA,1.17609125905568,0.362345724352071,2.57215862360781,-0.151576858883275,0.629307631916069,0.351941176353608,NA,-1,1.95424250943932,9.48683298050514,-0.0969100130080564,-1.25527250510331,-0.0969100130080564,2.10490910294478,2.05690485133647,1.57403126772772,0.362345724352071,2.12447732337067,4.17755201562341,-2,0,2.12447732337067,4.17755201562341,1.39529166488178,3.44835000042388,-2.48594591320871,1.03915403120637,-1.98178140985291,-0.19747731565787,-0.474884129990772,-478,-503
293,"JN","JN.A","A",1,13,"JN.A.1.13","Pacific","West Pacific",43.021167,144.903217,21,26,2.24875,5,1,6.58,2.929812193,36.59496307,127.3236567,0.87,29.82,110.54,179,79.5,1.832,0,0,0,0,0,0,0,0,0,0,41,22.3799126637555,75.8244,41.388864628821,1,0,0,0,0,0,0,0,0,0,0,41,75.8244,1,22.3799126637555,41.388864628821,0,0,11,0,0,NA,47,75.8244,25.6550218340611,41.388864628821,3796.791442794,6.52347,4.853,1.34421388831651,NA,0,70,0.8,0.0555555555555556,0.8,0.202600001,8.268200016,19.60700035,19.40439987,4.25899992,6.615999985,27.66939964,0.666999996,15,8.152200317,0.705379999,32.58700027,91.546875,1,0,4006.00436681223,7408.60676855896,0,7408.60676855896,240.614286008654,12.4905491066744,2.25527250510331,1.90579588036787,2.10490910294478,-0.0604807473813815,1.47450763911698,2.04351946024576,0.814478669501056,0.686010291315286,0.128791342427972,2.3815018657242,1.35005239953155,1.35005239953155,-2,1.6169884306813,1.6169884306813,-2,3.60281981572479,3.86979516037116,0,3.86979516037116,NA,1.17609125905568,0.466839782074962,2.57215862360781,-0.151576858883275,0.629307631916069,0.351941176353608,NA,-1,1.84509804001426,8.36660026534076,-0.0969100130080564,-1.25527250510331,-0.0969100130080564,2.10490910294478,2.25527250510331,1.90579588036787,0.466839782074962,1.6169884306813,3.86979516037116,-2,0,1.6169884306813,3.86979516037116,1.35005239953155,3.60281981572479,-2.53472564035394,0.29760833849837,-1.98178140985291,-0.19747731565787,-0.474884129990772,-478,-503
294,"JN","JN.A","A",1,14,"JN.A.1.14","Pacific","West Pacific",43.021167,144.903217,21,26,2.24875,5,1,6.58,2.717594862,36.99695969,127.3236567,0.81,32.6,125.06,189.5,65,4.431,0,0,0,0,0,0,0,0,0,0,65,14.6693748589483,165.6078,37.3748138117806,1,0,0,0,0,0,0,0,0,0,0,65,165.6078,1,14.6693748589483,37.3748138117806,0,0,11,0,0,NA,67,165.6078,15.1207402392237,37.3748138117806,4150.75120842,1.663935,4.586,0.362829262974269,NA,0,70,0.8,0.0555555555555556,0.8,0.202600001,8.268200016,19.60700035,19.40439987,4.25899992,6.615999985,27.66939964,0.666999996,15,8.152200317,0.705379999,32.58700027,91.546875,1,0,2779.8465357707,7082.52721733242,0,7082.52721733242,68.7561453336241,13.6138613622386,2.27989498001164,1.81954393554187,2.10490910294478,-0.0915149811213502,1.51321760006794,2.09711842434465,0.221136356995157,0.66143405039392,-0.439102373339742,1.83794270661736,1.16670756095539,1.16670756095539,-2,1.57269522206394,1.57269522206394,-2,3.44417702248266,3.85024956695117,0,3.85024956695117,NA,1.17609125905568,0.434184712767198,2.57215862360781,-0.151576858883275,0.629307631916069,0.351941176353608,NA,-1,1.84509804001426,8.36660026534076,-0.0969100130080564,-1.25527250510331,-0.0969100130080564,2.10490910294478,2.27989498001164,1.81954393554187,0.434184712767198,1.57269522206394,3.85024956695117,-2,0,1.57269522206394,3.85024956695117,1.16670756095539,3.44417702248266,-2.6511049841617,0.350450336961959,-1.98178140985291,-0.19747731565787,-0.474884129990772,-478,-503
295,"JN","JN.A","A",1,15,"JN.A.1.15","Pacific","West Pacific",43.021167,144.903217,21,26,2.24875,5,1,6.58,2.457496166,36.4380722,127.3236567,0.75,35.5,148.5,120.5,44.5,2.362,0,0,0,0,0,0,0,0,0,0,5,2.11685012701101,61.1927,25.9071549534293,1,0,0,0,0,0,0,0,0,0,0,5,61.1927,1,2.11685012701101,25.9071549534293,0,0,11,0,0,NA,5,61.1927,2.11685012701101,25.9071549534293,4519.98981285,2.96075,3.991,0.74185667752443,NA,0,75,0.8,0.0555555555555556,0.8,0.202600001,8.268200016,19.60700035,19.40439987,4.25899992,6.615999985,27.66939964,0.666999996,15,8.152200317,0.705379999,32.58700027,91.546875,1,0,255.080440304827,3121.81217188823,0,3121.81217188823,89.3937296416938,14.8273159910191,2.08457627793433,1.65801139665711,2.10490910294478,-0.1249387366083,1.55022835305509,2.17172645365323,0.471401737951873,0.601081727784023,-0.129094968425698,1.95179260763536,0.327736887502462,0.327736887502462,-2,1.41358732529107,1.41358732529107,-2,2.40837640786285,3.49454586345991,0,3.49454586345991,NA,1.17609125905568,0.390492848951236,2.57215862360781,-0.151576858883275,0.629307631916069,0.351941176353608,NA,-1,1.8750612633917,8.66025403784439,-0.0969100130080564,-1.25527250510331,-0.0969100130080564,2.10490910294478,2.08457627793433,1.65801139665711,0.390492848951236,1.41358732529107,3.49454586345991,-2,0,1.41358732529107,3.49454586345991,0.327736887502462,2.40837640786285,-2.64037150059254,0.847132125961095,-1.98178140985291,-0.19747731565787,-0.474884129990772,-478,-503
296,"JN","JN.A","A",1,16,"JN.A.1.16","Pacific","West Pacific",43.021167,144.903217,21,26,2.24875,5,1,6.58,2.553527594,37.63254929,127.3236567,0.83,32.56,119.24,140,60,6.433,0,0,0,0,0,0,0,0,0,0,102,15.8557438209234,331.6839,51.5597543914192,1,0,0,0,0,0,0,0,0,0,0,102,331.6839,1,15.8557438209234,51.5597543914192,0,0,11,0,0,NA,105,331.6839,16.3220892274211,51.5597543914192,4145.658262152,3.1383,4.369,0.718310826276036,NA,0,80,0.8,0.0555555555555556,0.8,0.202600001,8.268200016,19.60700035,19.40439987,4.25899992,6.615999985,27.66939964,0.666999996,15,8.152200317,0.705379999,32.58700027,91.546875,1,0,2219.80413492928,7218.36561479869,0,7218.36561479869,100.563515678645,14.7374750828716,2.14921911265538,1.78532983501077,2.10490910294478,-0.0809219076239261,1.51268439621716,2.07642196736059,0.496694456815301,0.640382044709568,-0.14308340312677,2.0028720940839,1.20046043759307,1.20046043759307,-2,1.71239506301995,1.71239506301995,-2,3.34651025739116,3.85849903661439,0,3.85849903661439,NA,1.17609125905568,0.407140555301871,2.57215862360781,-0.151576858883275,0.629307631916069,0.351941176353608,NA,-1,1.90308998699194,8.94427190999916,-0.0969100130080564,-1.25527250510331,-0.0969100130080564,2.10490910294478,2.14921911265538,1.78532983501077,0.407140555301871,1.71239506301995,3.85849903661439,-2,0,1.71239506301995,3.85849903661439,1.20046043759307,3.34651025739116,-2.5431575189111,0.614749617594717,-1.98178140985291,-0.19747731565787,-0.474884129990772,-478,-503
297,"JN","JN.A","A",1,17,"JN.A.1.17","Pacific","West Pacific",43.021167,144.903217,21,26,2.24875,5,1,6.58,2.484502077,36.38194656,159.1545709,0.82,28.9,103,140,68.5,3.31,0,0,0,0,0,0,0,0,0,0,122,36.8580060422961,285.6955,86.3128398791541,1,0,0,0,0,0,0,0,0,0,0,122,285.6955,1,36.8580060422961,86.3128398791541,0,0,11,0,0,NA,124,285.6955,37.4622356495468,86.3128398791541,4599.56709901,0.662784,3.289,0.201515354211006,NA,0,90,0.8,0.0555555555555556,0.8,0.202600001,8.268200016,19.60700035,19.40439987,4.25899992,6.615999985,27.66939964,0.666999996,15,8.152200317,0.705379999,32.58700027,91.546875,1,0,5160.12084592145,12083.7975830816,0,12083.7975830816,28.2121495895409,14.6435565084859,2.14921911265538,1.84198480459011,2.20181911602106,-0.0861861476162833,1.46089784275655,2.01283722470517,-0.178627984253278,0.517063873482655,-0.693542044072411,1.45197284426567,1.56664964999438,1.56664964999438,-2,1.93612571948253,1.93612571948253,-2,3.7127440280493,4.08223938049568,0,4.08223938049568,NA,1.17609125905568,0.395239364144245,2.57215862360781,-0.151576858883275,0.629307631916069,0.351941176353608,NA,-1,1.95424250943932,9.48683298050514,-0.0969100130080564,-1.25527250510331,-0.0969100130080564,2.20181911602106,2.14921911265538,1.84198480459011,0.395239364144245,1.93612571948253,4.08223938049568,-2,0,1.93612571948253,4.08223938049568,1.56664964999438,3.7127440280493,-2.24457971029146,0.461351812733358,-1.98178140985291,-0.19747731565787,-0.474884129990772,-478,-503
