"Site","Seagrass.pct.cover.site","Macroalgae.pct.cover.site","Zostera.AG.mass.site","Zostera.BG.mass.site","Zostera.shoots.core.site","Zostera.sheath.width.site","Zostera.sheath.length.site","Zostera.longest.leaf.length.site","epibiota.filter.site","epibiota.zostera.marina.site","periphyton.mass.per.g.zostera.site","mesograzer.abund.per.g.plant.site","crustacean.abund.per.g.plant.site","gastropod.abund.per.g.plant.site","mesograzer.mass.per.g.plant.site","crustacean.mass.per.g.plant.site","gastropod.mass.per.g.plant.site","mesograzer.mass.per.area.site","crustacean.mass.per.area.site","gastropod.mass.per.area.site","periphyton.mass.per.area.site","log10.grazer.richness.site","crust.pct.mass.site","gast.pct.mass.site","Leaf.PercN.site","log10.Macroalgae.pct.cover.site","log10.Zostera.AG.mass.site","log10.Zostera.BG.mass.site","log10.Zostera.shoots.core.site","log10.Zostera.sheath.width.site","log10.Zostera.sheath.length.site","log10.Zostera.longest.leaf.length.cm.site","log10.periphyton.mass.per.g.zostera.site","log10.mesograzer.abund.per.g.plant.site","log10.crustacean.abund.per.g.plant.site","log10.gastropod.abund.per.g.plant.site","log10.mesograzer.mass.per.g.plant.site","log10.crustacean.mass.per.g.plant.site","log10.gastropod.mass.per.g.plant.site","log10.mesograzer.abund.per.area.site","log10.mesograzer.mass.per.area.site","log10.crustacean.mass.per.area.site","log10.gastropod.mass.per.area.site","log10.periphyton.mass.per.area.site","log10.Leaf.PercN.site","log10.predation.gastropods.site","predation.amphipods","predation.squidpops","predation.gastropods","grazer.richness.site","Ocean","Coast","Latitude","Longitude","Temperature.C","Salinity.ppt","log10.mean.fetch","day.length","log10.day.length","sst.min","sst.mean","sst.max","sst.range","salinity","parmean","cloudmean","precipitation","nitrate","sqrt.nitrate","ph","phosphate","log10.phosphate","chlomean","log10.chlomean","pop.density.2015","FC1","FC2","FC1.atl","FC2.atl","Site.1","PC1.env.atl","PC2.env.atl","PC3.env.atl","zLatitude.atl","PC1.zos.site","PC2.zos.site","zPC1.zos.atl","zPC2.zos.atl","PC1.env.global","PC2.env.global","PC3.env.global","zPC1.env.global.atl","zPC2.env.global.atl","zPC3.env.global.atl","zFC1.global.atl","zFC2.global.atl","zPC1.env.atl","zPC2.env.atl","zPC3.env.atl","zFC1.atl","zFC2.atl","zperiphyton.area","zperiphyton.perg","zmesograzer.mass.area","zmesograzer.mass.perg","zperiphyton.area.atl","zperiphyton.perg.atl","zmesograzer.mass.area.atl","zmesograzer.mass.perg.atl","ocean.code","rLatitude.atl","rPC1.zos.atl","rPC2.zos.atl","rPC1.env.global.atl","rPC2.env.global.atl","rPC3.env.global.atl","rFC1.global.atl","rFC2.global.atl","rPC1.env.atl","rPC2.env.atl","rPC3.env.atl","rFC1.atl","rFC2.atl","rperiphyton.area.atl","rperiphyton.perg.atl","rmesograzer.mass.area.atl","rmesograzer.mass.perg.atl"
"CR.A",97.4,0,80.325,43.5,332.633053265,0.52945833335,9.6884166667,47.2617916665,0.433685,1.286395,0.309004067910004,0,0,0,0,0,0,0,0,0,26.0900259986202,0.602059991327962,NA,NA,1.5283031107,-1,1.88881493188578,1.62787005849657,2.51241563460184,-0.277144978835577,0.982278701220897,1.67148722222213,-0.578197428409001,-2,-2,-2,-2,-2,-2,0,0,0,0,1.30553545454798,0.183121860032823,-0.397940008672038,0.85,0.842105263157895,0.4,3,"Atlantic","East Atlantic",44.21154996,15.4906946,17,25,0.130936536783167,14.85,1.17172645365323,8.196000099,15.77700043,24.83699989,16.64100075,38.43399811,33.14300156,0.656000018,84.82083333,0.606000006,0.778460022094905,8.246999741,0.0348,-1.45842075605342,0.612999976,-0.212539542484958,250,372,-159,-0.17273,0.77729,"CR.A",-1.70365237801917,-1.03411536875904,2.28626389212361,-0.35613516744834,0.0121218628551477,0.979107306894465,-0.97585169673279,0.766876445181192,1.19546806652439,-3.27665666397331,-0.592562432839704,0.799266249553438,-2.32641595129823,-0.45519813927261,-1.51676367215504,-2.14892257491486,-0.992198165523706,-0.709491468638701,1.91199550780236,-0.429084486787264,1.39514797115875,1.05334568522574,1.21768631858623,-3.0346094926898,-3.31529747802523,1.05334568522574,1.21768631858623,-3.0346094926898,-3.31529747802523,0,0.292703198844501,0.131640876991005,0.60338259706114,0.632225098386396,0.0248586023428797,0.407692417791462,0.162393162393162,0,0.278438869865642,0.311626594169883,0.929681202126847,0.272245787132022,0.785388611489383,0.764871261372473,0.972350368848248,0,0
"CR.B",70.75,0,39.5,39.1578947368421,447.22434431,0.4685,5.18391666665,27.60055,0.16621,0.61026,0.294211100598598,0.739226149057629,0.0331081975897232,0.706117951467906,8.78857807406399,1.19608992186466,7.59248815219934,362.337163386613,61.6930591277559,300.644104258857,13.1303290706635,0.602059991327962,0.0833333333333333,0.916666666666667,1.49618861665,-1,1.59222224961465,1.58486167677062,2.63965477842121,-0.330231580806256,0.712285752773301,1.43829778496392,-0.601444956203725,-0.802937652758797,-1.90862623912446,-0.894311413634337,-0.179714959013463,-1.83105123318039,-0.34866372583307,0.982910633463183,1.63310914234226,0.161545276531442,1.47156386581081,1.0052730304072,0.167780186740781,-0.823908740944319,0.9,0.8,0.15,3,"Atlantic","East Atlantic",44.20557132,15.47773378,19,20,0.210853365314893,15.383,1.18704104004233,8.196000099,15.77700043,24.83699989,16.64100075,38.43399811,33.14300156,0.656000018,84.74583333,0.606000006,0.778460022094905,8.246999741,0.0348,-1.45842075605342,0.612999976,-0.212539542484958,250,402,-143,-0.05481,0.62997,"CR.B",-1.56646251259415,-0.87176444740201,2.57652074177375,-0.356690397574688,1.31013845281029,1.43350671695194,0.259234440872537,1.13613159252223,0.981814255784552,-3.40613324794933,-0.30219907963822,0.676171014930077,-2.43841414869295,-0.249354983114935,-1.29836175312577,-1.9532208919393,-0.911803423913911,-0.596899258723883,2.15097104578214,-0.204628155967722,1.13356905356279,0.505214809776021,1.17031091286513,-1.07816124024356,-1.01268057419693,0.505214809776021,1.17031091286513,-1.07816124024356,-1.01268057419693,0,0.292519783483471,0.425002315497162,0.681803964042155,0.596402937915952,0,0.461586304645505,0.213675213675214,0.0467836257309941,0.30108100592098,0.342144192375576,1,0.340204937873164,0.711085892974227,0.638846493849257,0.959569741901031,0.390181526946046,0.491973386789551
"ES.A",98.75,0,182.3,180.45,725.744843395,0.4,9.133,46.9555,0.12602,1.161195,0.1105026951072,6.93581525191318,6.40823354192012,0.527581709993058,12.7289607550882,9.554332277889,3.17462847719924,2226.72112559177,1663.62807067118,563.093054920589,19.9186859592601,1.07918124604762,0.834401081820169,0.165598918179831,1.84127966347368,-1,2.2364765160585,2.24316282202943,2.84191531852341,-0.399703230912598,0.956315716461586,1.65685019039046,-0.971842572694587,0.773260558559464,0.73329581445457,-0.798507247410655,0.852520019535862,0.747516638132005,-0.646508624867417,3.00674461993423,3.08576669486038,2.98066828817103,1.50253189654259,1.26022918537307,0.262718911710308,-0.602059991327962,NA,1,0.25,11,"Atlantic","West Atlantic",37.265686,-75.812668,28.05,35.42,0.698481148010606,14.683,1.16681479879091,5.654800034,16.02020016,26.59400024,20.93919983,26.42399979,34.28500061,0.503400004,88.38461538,0.646999991,0.80436309649312,8.281800079,0.249199998,-0.603451965498377,4.743600035,0.676108063594978,25,698,88,-0.64512,0.14064,"ES.A",-1.3485109616897,0.948661883696666,-0.615362211347716,-1.00119038470627,0.490204787773614,-0.853621093586066,-0.520947192613153,-0.722439739164086,1.12372139513589,-0.648737306574858,0.633216405146346,0.757929877796574,-0.0532463797110983,0.413775792803633,0.856537181296426,0.8722221560204,-0.784081463081506,0.66558710040665,-0.4769839768474,-1.32826126863804,0.264722924406978,0.970638816201864,0.41548925981328,0.662107830781748,0.293071907866185,0.970638816201864,0.41548925981328,0.662107830781748,0.293071907866185,0,0.0796149135678473,0.23969118672099,0.28708582534563,0.62019572822539,0.529400815989967,0.635207306547621,0.71965811965812,0.722222222222222,0.337052239319032,0.684335286033499,0.226721531340775,0,0.464286074544813,0.7458555218691,0.755938895631765,0.737249660529759,0.770958340752762
"ES.B",100,0,131.85,102.55,472.689075625,0.4379,12.148,57.4065,0.04917,1.671065,0.0289727234512115,6.34584996863779,5.76871703481482,0.577132933822963,17.1219270925011,13.1116527363836,4.01027435611746,2442.81788173568,1876.5492634713,566.268618264384,3.93473186891649,0.954242509439325,0.820139013356404,0.179860986643596,1.84840051126316,-1,2.09131449567053,1.98348827834351,2.66676971095406,-0.361009613863277,1.08337747066784,1.75712724847738,-1.54500401487347,0.648617176266301,0.597404403861033,-0.953280664013908,0.928417259845659,0.804486701854326,-0.736819529341205,2.73545769624412,3.01538642413122,2.89142748297089,1.32031025202243,0.54148132123831,0.263317378704057,-0.0969100130080564,NA,0.722222222222222,0.8,8,"Atlantic","West Atlantic",37.31855,-75.789076,27.7,35.64,0.441302286693167,14.683,1.16681479879091,5.341833274,15.86333338,26.94833342,21.60649999,26.44916662,34.15233358,0.503000001,87.86111111,0.782666663,0.884684499129492,8.273166656,0.270133336,-0.568421818080227,5.500666738,0.74041533369146,25,654,72,-0.50496,0.14844,"ES.B",-1.25248840576842,1.08762347759173,-0.702219863543243,-0.996280959586303,-0.0624974957121232,-0.103658416770972,-1.04685335886611,-0.113003255316957,1.0154915849564,-0.580910718059857,0.740140388440212,0.695573986126995,0.00542411819546432,0.48957588929476,0.536214366720154,0.676520473044837,-0.727811209093813,0.76195854578652,-0.548495998651903,-1.06147192562865,0.278572473397262,-0.341439766801549,-0.752538416362983,0.577792977533624,0.389080095900594,-0.341439766801549,-0.752538416362983,0.577792977533624,0.389080095900594,0,0.0812366987306055,0.114776344951042,0.416516227319835,0.602049430649371,0.542423048585173,0.655053299487455,0.644444444444444,0.675438596491228,0.352900026390004,0.710456320968597,0.205679045363834,0.0807764125498514,0.468220103898724,0.444185964832147,0.440836032320876,0.720434445436055,0.791471294231166
"FI.A",84,74.5,30.775,88.65,206.900942191,0.3425,6.390375,25.22625,0.27575,0.573215,0.523106833324546,183.658428897542,1.09768554775801,182.390927778284,52.0710401487676,4.14997339873122,47.9210667500364,1719.81184704664,141.001193967067,1578.81065307958,14.4272157831432,0.954242509439325,0.107359882399944,0.892640117600055,2.4592936039,1.8476875137833,1.42720118397127,1.82183905757706,2.27990561135215,-0.466263719939786,0.800882836210883,1.40053498547328,-0.560239146944806,2.06440572007012,-0.219778167501404,2.05685436983247,1.6040395448809,0.256668908415742,1.55195385991302,3.46987294567403,3.00999599740534,1.72300738536473,2.95815287927358,0.855750984141389,0.388762175999154,-Inf,0.6,0.0526315789473684,0,8,"Atlantic","East Atlantic",59.92025,21.79618333,14,6.5,0.355068206348851,19,1.27875360095283,0.853666663,8.203666846,18.91733329,18.06366698,6.239333312,36.73499934,0.747166663,51.51190476,1.676833332,1.29492599479661,8.255833467,0.190100004,-0.721017873996325,12.84300009,1.10866648559738,1,563,71,0.41476,-0.51996,"FI.A",1.74813661841281,2.03938970246952,1.21953477312003,1.10271559258611,1.46749893135132,1.65307305536149,0.408965767233845,1.31455612135315,-2.19196067911721,-0.372240263288843,2.24445024446762,-1.1523784918662,0.185925596271375,1.55600484869899,-0.126271454335317,0.664289117858864,1.0305874360217,1.42201924446043,1.03373142755807,0.689180860848193,-0.908227340077783,0.232261407920161,1.25428293556556,0.571335300778069,1.24372607666529,0.232261407920161,1.25428293556556,0.571335300778069,1.24372607666529,0,0.774621643364238,0.460566958280664,0.719697262360731,0.0642735337109274,0.582486322549995,0.934265893915329,0.488888888888889,0.672514619883041,0.848130193998107,0.889362723185403,0.671251093087099,0.610825514649946,0.131104050032784,0.576089786365242,0.982223164701366,0.719146567684187,0.974073566004568
"FI.B",77.15,1.45,45.825,68.85,466.322892785,0.3245,6.58,30.827,0.006955,0.419505,0.0181849951346093,13.0501683101052,2.00187666837102,11.0016358508703,19.0145127603199,6.18766287282401,12.8268498874958,876.696628516935,292.713295527179,583.983332989755,0.837731722515211,1.04139268515823,0.298874520304573,0.701125479695427,2.06128189565,-0.187758876025798,1.65078795796716,1.82106402142348,2.63053928468811,-0.491154024735208,0.813141252668757,1.48420844739371,-1.75907162745521,1.07432987297693,-0.055318394668345,0.984512195866367,1.22688165556462,0.212711875672555,1.04221339905975,2.71543468172437,2.86790383378306,1.91780323716659,2.68343092095733,-0.0827925933512412,0.31338949404808,-Inf,0.35,0.05,0,10,"Atlantic","East Atlantic",60.10785,21.70995,17,6.5,0.27703588817211,14.5,1.16136800223497,0.705249999,7.988124967,18.20650029,17.50124955,6.171875,36.54762459,0.731250003,52.11574074,1.636500016,1.279257603456,8.243875027,0.186100001,-0.730253624535571,24.01600015,1.38050067761173,1,637,132,0.44592,-0.50866,"FI.B",1.61634941936603,2.19299984894992,1.32973151297122,1.12013781096736,1.46475418419919,0.925183295381173,0.406354090938595,0.723056584556721,-2.21009966620066,-0.463676747040529,2.59860498402349,-1.16282914969971,0.10683236534247,1.80707072376413,0.412453279270231,1.4104017842032,0.953358715211885,1.52854962761442,1.12445908901136,0.748492761020657,-0.888163249873911,-1.48105558221228,-1.18878007127601,0.401110324383409,0.766630395605805,-1.48105558221228,-1.18878007127601,0.401110324383409,0.766630395605805,0,0.780376919100721,0.459946624935839,0.59407625862325,0.0612322694160168,0.564931154507908,1,0.615384615384615,0.850877192982456,0.826379726629946,0.918237291259442,0.697947800796896,0.62878351275963,0.136803348968578,0.182168580598717,0.323149613272505,0.685197987070835,0.872138077889605
"FR.A",48.5,50,125.95,298.275,93.5033104025,0.5425,6.862,42.0675,0.0669847,1.880045,0.0388810617086086,1.04702673136427,0.316178869119756,0.722048311912618,2.7362574953662,0.641045265380786,2.0354632261359,405.294432110862,84.8211020556392,312.853508217655,4.81556446484451,1.25527250510331,0.273152784044978,0.714542646730437,1.41715835325,1.66853484900791,2.03147366777492,2.45283725522255,1.92921629684904,-0.269474495136622,0.822808449522361,1.61534060368263,-1.43099908502471,-0.0980983334715876,-0.76397036551766,-0.305566704955541,0.327156168141756,-0.581952844078203,0.126014662182214,1.93000486466433,2.35449385006309,1.46277347110064,2.15424257902932,0.597117888726302,0.148213807911658,-Inf,0.95,0.4,0,17,"Atlantic","East Atlantic",43.446971,3.661503,35,38.8,0.406540180433955,15,1.17609125905568,10.20100021,16.4740003,23.60166613,13.40066687,37.33333333,33.78766632,0.489000003,58.39166667,1.841000001,1.35683455181536,8.272333463,0.242866665,-0.614632090794101,1.653333346,0.218360425097791,250,430,-12,1.09004,0.85317,"FR.A",-2.11144217229284,-0.844299127077588,-0.548827698765485,-0.427140826354687,-0.0491506018932599,0.0948488004227702,-1.03415354927713,0.0483081595105033,2.01798332522531,-0.900461147552006,-0.881470183772756,1.27315299372376,-0.270989353498071,-0.660009396047183,-1.09451996203177,-0.350913362576873,-1.23116738559092,-0.577851746794188,-0.422204491168675,1.9745512057924,1.52987922466936,-0.239874875585217,-0.520211355460785,-0.213949648887427,-0.371500759403982,-0.239874875585217,-0.520211355460785,-0.213949648887427,-0.371500759403982,0,0.269247107495282,0.117792842583346,0.450775090741249,0.770131712289253,0.481071591732458,0.35406870299286,0.261538461538462,0.429824561403509,0.211136289056789,0.34730693246504,0.242840451350752,1,0.823659656024613,0.46753748976414,0.503511706543374,0.562534359635689,0.628966824343288
"FR.B",100,0,225.7,168.3,319.9006875315,0.4255,9.445125,95.0076,0.06312248,3.42103,0.0202967340241148,0.323056542468326,0.0762027897579365,0.218298133527884,3.84583233834441,0.214689188395017,3.58650072685747,915.310468321108,59.6574780205258,852.577704365679,4.52947626006553,1.34242268082221,0.0555467745744716,0.935179902395897,2.01433306345,-1,2.27675329534107,2.18958157762864,2.37490671432149,-0.374240396076201,0.953284708465735,1.97476664451394,-1.6996147203212,-0.530094499080107,-1.21221704434572,-0.701010358843682,0.516079879824251,-0.939590000126337,0.486169640573656,1.7371237617885,2.78941739007441,1.29464124083295,2.75948271283549,0.565488388243354,0.300945062122632,-0.602059991327962,0.5,0.25,0.25,21,"Atlantic","East Atlantic",43.082895,2.973231,35,32.5,0.221088068482732,15,1.17609125905568,10.92399979,16.60099983,22.69799995,11.77400017,37.44900131,32.85499954,0.532999992,52.85,1.77699995,1.33304161600454,8.274999619,0.235499993,-0.628009101444051,6.269000053,0.797198273510614,250,476,-42,1.0701,0.94894,"FR.B",-0.894623175308413,-0.129358609607041,-0.861095073273013,-0.460952188718081,-0.570340655465856,-0.466403629971388,-1.53007526183978,-0.407778147587689,0.925343504609401,0.0753618680187595,0.0144073536860091,0.643635763903232,0.573104731811231,-0.0249076939625003,-0.759637019520218,-0.717854018156055,-0.51809832217735,-0.082032368950128,-0.679301830667882,1.93659615799269,1.69992682810518,-0.297614720453808,-1.06761471024202,0.307084357806383,-0.13251679686022,-0.297614720453808,-1.06761471024202,0.307084357806383,-0.13251679686022,0,0.258077823012149,0,0.353912766894131,0.586934797359611,0.668422814294802,0.520351128466086,0.34017094017094,0.342105263157895,0.411962940494101,0.481696483634605,0.167189294739487,0.988508264367551,0.871962475412316,0.454262100888407,0.355836811508162,0.666446049642523,0.680027749521751
"IR.A",58,1.5,13.24475,8.47631578947368,615.92818943,0.19,2.616,10.4895,0.0300955,0.223495,0.139941284776612,188.991410356246,5.07034698800389,183.921063368242,61.3726611880288,3.94887984901476,57.4237813390141,781.194414107358,49.3221101664552,731.872303940903,1.83208464932003,0.845098040014257,0.0848706077895537,0.915129392210447,2.50656110055,-0.320217431680153,1.10539800690778,0.79474425736653,2.72993816988268,-0.729342878729639,0.413592300794888,1.01797202436832,-0.899558420579829,2.16377877244356,0.257154877219626,2.14583168808581,1.69996648165278,0.133421220206507,1.6591245291614,3.22749693997462,2.76427044757281,1.32214335151047,2.7235533021923,0.198948782621129,0.397780452281104,-Inf,0.578947368421053,0,0,6,"Atlantic","East Atlantic",54.531944,-5.569167,20.4,40,-0.321026624080235,17.3,1.2380461031288,6.420666615,10.67966652,15.81266673,9.39199996,34.11316681,28.68683338,0.761166662,86.23245614,5.99666659,2.44880921878369,8.206166903,0.573283335,-0.241630682719891,2.588166674,0.412992240801789,50,646,183,0.32678,-0.45958,"IR.A",1.25568604994328,-2.22301696722318,-1.5512069559285,0.602309175544476,3.85429196347973,3.27724008437559,2.68004227744752,2.63439065971489,-0.892092536121687,0.477898895387253,-2.45519100417787,-0.403468030183375,0.921302221005514,-1.77564488176377,0.477973854979014,2.03420089868781,0.742006088667418,-1.53400824515862,-1.24748776193057,0.521714205611564,-0.801017626227359,-0.966734992467956,0.562794859956253,0.276958574761009,1.36507135016361,-0.966734992467956,0.562794859956253,0.276958574761009,1.36507135016361,0,0.609316809768576,1,1,0.282215282784168,0.745707119953434,0.0619728482659285,0.630769230769231,1,0.766855001131108,0.0881451320090038,0,0.560121256829341,0.161557472133959,0.30041977873046,0.795678036521586,0.660437956142278,1
"IR.B",65.55,24.85,46.75,83.5,334.224598956316,0.308,8.087,35.9191,0.115435,0.622725,0.205392896266029,0.390822634316411,0.299905691220668,0.0909169430957431,1.8906218785612,0.370991903765336,1.51962997479587,92.9628132599895,25.0578741448442,67.9049391151452,9.55125458862618,0.845098040014257,0.780480316246269,0.219519683753731,2.370700407,0.969486901984953,1.62074714273601,1.81594982413082,2.45384430962678,-0.515390988028465,0.880451719439563,1.54005644037183,-0.729062119688834,-0.778378772727519,-0.912281547753496,-1.66296127863465,-0.879288411657499,-1.10666725019192,-1.64528480235416,0.958787659758739,0.885590326892787,0.69883657909694,0.276170191408946,0.883947567855422,0.370741203950892,-0.954242509439325,1,0.105263157894737,0.111111111111111,6,"Atlantic","East Atlantic",55.2225,-7.701944,16.3,40,-1.08354605145007,17.18,1.23502315949522,6.752666632,10.91699998,15.70433346,8.951666594,35.02333323,28.16849995,0.809999992,95.96212121,4.266333342,2.06551043134621,8.186500231,0.382250006,-0.417652499098724,1.896499991,0.277952844977828,NA,698,108,0.12408,-0.5533,"IR.B",1.16184438120688,-2.69194126782981,-1.00196410591007,0.666440398553452,1.1961708505254,1.11346506162345,0.150792216938366,0.876058568706809,-0.874126310727233,-0.131482584256686,-2.78908126669828,-0.393116907858112,0.394182759323604,-2.01234494976383,0.856537181296426,1.11684925973985,0.687013858104891,-1.85921257936719,-0.795282738266479,0.135882300446016,-0.967425284095225,0.283734442416872,0.910243909161844,-1.97368122861327,-1.89762420734059,0.283734442416872,0.910243909161844,-1.97368122861327,-1.89762420734059,0,0.630501992025947,0.399244786658067,0.626570388588013,0.285227581075968,0.62871012009136,0,0.71965811965812,0.780701754385965,0.751367152778703,0,0.133061793374639,0.443302058599783,0.114288596358501,0.58792432715961,0.889410567430217,0.211584747789783,0.302897767831096
