"Site","Seagrass.pct.cover.site","Macroalgae.pct.cover.site","Zostera.AG.mass.site","Zostera.BG.mass.site","Zostera.shoots.core.site","Zostera.sheath.width.site","Zostera.sheath.length.site","Zostera.longest.leaf.length.site","epibiota.filter.site","epibiota.zostera.marina.site","periphyton.mass.per.g.zostera.site","mesograzer.abund.per.g.plant.site","crustacean.abund.per.g.plant.site","gastropod.abund.per.g.plant.site","mesograzer.mass.per.g.plant.site","crustacean.mass.per.g.plant.site","gastropod.mass.per.g.plant.site","mesograzer.mass.per.area.site","crustacean.mass.per.area.site","gastropod.mass.per.area.site","periphyton.mass.per.area.site","log10.grazer.richness.site","crust.pct.mass.site","gast.pct.mass.site","Leaf.PercN.site","leaf.CN.ratio.site","log10.Macroalgae.pct.cover.site","log10.Zostera.AG.mass.site","log10.Zostera.BG.mass.site","log10.Zostera.shoots.core.site","log10.Zostera.sheath.width.site","log10.Zostera.sheath.length.site","log10.Zostera.longest.leaf.length.cm.site","log10.periphyton.mass.per.g.zostera.site","log10.mesograzer.abund.per.g.plant.site","log10.crustacean.abund.per.g.plant.site","log10.gastropod.abund.per.g.plant.site","log10.mesograzer.mass.per.g.plant.site","log10.crustacean.mass.per.g.plant.site","log10.gastropod.mass.per.g.plant.site","log10.mesograzer.abund.per.area.site","log10.mesograzer.mass.per.area.site","log10.crustacean.mass.per.area.site","log10.gastropod.mass.per.area.site","log10.periphyton.mass.per.area.site","log10.Leaf.PercN.site","log10.predation.gastropods.site","predation.amphipods","predation.squidpops","predation.gastropods","grazer.richness.site","Ocean","Coast","Latitude","Longitude","Temperature.C","Salinity.ppt","log10.mean.fetch","day.length","log10.day.length","sst.min","sst.mean","sst.max","sst.range","salinity","parmean","cloudmean","precipitation","nitrate","sqrt.nitrate","ph","phosphate","log10.phosphate","chlomean","log10.chlomean","pop.density.2015","FC1","FC2","FC1.pac","FC2.pac","Site.1","PC1.env.pac","PC2.env.pac","PC3.env.pac","PC1.zos.site","PC2.zos.site","PC1.env.global","PC2.env.global","PC3.env.global","zLatitude.pac","zPC1.zos.pac","zPC2.zos.pac","zPC1.env.global.pac","zPC2.env.global.pac","zPC3.env.global.pac","zFC1.global.pac","zFC2.global.pac","zPC1.env.pac","zPC2.env.pac","zPC3.env.pac","zFC1.pac","zFC2.pac","zperiphyton.area.pac","zperiphyton.perg.pac","zmesograzer.mass.area.pac","zmesograzer.mass.perg.pac","rLatitude.pac","rPC1.zos.pac","rPC2.zos.pac","rPC1.env.global.pac","rPC2.env.global.pac","rPC3.env.global.pac","rFC1.global.pac","rFC2.global.pac","rPC1.env.pac","rPC2.env.pac","rPC3.env.pac","rFC1.pac","rFC2.pac","rperiphyton.area.pac","rperiphyton.perg.pac","rmesograzer.mass.area.pac","rmesograzer.mass.perg.pac"
"MX.A",79.95,20.1,241.375,161.55,358.097784595,0.75625,20.634,80.54225,1.4920605,3.39489,0.434633435965791,71.5017967180966,65.7384571321984,2.51013720071215,36.8866337062845,24.2936154160778,11.0129879216433,9552.62277222466,6066.38083317296,3091.31259812482,106.178225712662,NA,0.692152797390066,0.247793131926449,2.2059756815,14.7558739213139,0.924280911132115,2.36242259644132,2.19517472566499,2.53215274815775,-0.1224881896882,1.31380829444795,1.90526730033085,-0.387565112239735,1.73104973890796,1.69168726761503,0.206951860132058,1.43991335436355,1.26286037412406,0.668434668748537,4.0913884617652,3.80014608772816,3.62300701109163,3.01197255834681,1.97227674670709,0.341880637642589,NA,NA,0.8,0,NA,"Pacific","East Pacific",30.419675,-115.9641889,17.855,34,0.374519227312148,14.08,1.14860265480609,14.51799965,17.06075001,20.66474962,6.146749973,33.56949997,42.52075005,0.462250009,13.51282051,0.170249995,0.412613614656618,8.23300004,0.389024995,-0.410022494196548,2.252249986,0.352616592891104,5,-884,1610,1.28729,0.05798,"MX.A",2.74063159890018,0.777112741808653,-0.35570339544609,-1.56435352958347,-0.679015260894188,2.69935410015989,1.32802096404651,-0.0617897653525613,-1.44823301547823,-0.00122327029984087,-0.667747670244935,1.45403047864038,0.302939657936088,0.052817185515508,-0.516619509894971,1.70257057907949,1.39538214425056,0.540038657903404,-0.389126361113491,1.74273352442181,0.102924500320043,0.887604666378779,0.78217325030635,0.869162143894629,0.634362622736891,0,0.401237100416311,0.452737958581326,0.980279366280104,0.685307274608312,0.629400597547991,0.254985754985755,0.887766149404547,0.979441643068328,0.76957710428548,0.476895380248756,0.901557544781837,0.684360386368355,0.816013892585916,0.846853322662031,0.696733117814825,0.682433072838526
"MX.B",93.075,3.375,155.75,186.175,1807.99592594,0.313,10.6022,45.6221,0.285685,0.668585,0.508317662336865,164.578220331473,160.911857858137,3.42964986153135,85.6526207041171,72.4486356180747,13.1086513136476,12717.0472297016,11175.3010521234,1522.05545864555,64.6079606908425,NA,0.854122745832804,0.144024432267595,2.9143276096,12.7106952149179,-0.164324735999476,2.13598459697325,2.25597689078995,3.22080973949073,-0.507057302208597,1.01305152023537,1.64703747627247,-0.453535954952884,2.06433531793058,2.04858968431634,0.359870868169772,1.82043301571002,1.74060338842777,0.584912790808182,4.19628403721898,3.95237270936409,3.87254257039857,2.70105973928932,1.67777357800869,0.45656549065397,-1.30102999566398,NA,0.85,0.05,NA,"Pacific","East Pacific",31.7584722,-116.6227778,25.416,33,-0.189599443898001,14.12,1.14983469671578,15.03000005,17.81433296,21.60600026,6.576000055,33.52033361,41.98400116,0.40866666,26.06547619,0.055333334,0.235230384942082,8.224666913,0.36833334,-0.433758968837999,5.229000012,0.718418642826315,5,-943,1561,1.19366,0.0736,"MX.B",2.20318003463534,1.69285884665354,0.391562254801861,1.07222834293682,-1.14847733234632,2.42529743034903,2.3451015246042,0.679545482528145,-1.22812480058093,1.68662488032827,-1.13818123467193,1.28597294273285,1.09890239774538,1.12217439629623,-0.805397824284391,1.6504342428767,1.12174072652931,1.17641774530547,0.428354627229117,1.6129067956062,0.127193210335879,0.523866060488699,0.690028585460867,1.07857920763302,1.13426160869956,0.072054563092949,0.893700516946816,0.327166272917761,0.922888996351188,0.934611283002586,0.935884326096637,0.170940170940171,0.870083002526164,0.891643431500643,0.970371140759608,0.709267602514518,0.856155017408424,0.692081821507311,0.720402932399452,0.820874717468165,0.748618920040174,0.807593830322174
"OR.A",93.75,0.15,286.8,79.35,170.295390877,0.866,43.941,117.72,5.4145,6.339,0.713800472994239,1.29325840723633,0.633187981532639,0.0164279934976624,2.95348364746133,2.20385550386942,0.00249541221229492,729.847435073124,542.545927669009,0.580985569557059,217.676518162145,NA,0.699420525154422,0.000722714193655159,2.8794177652,12.2851633983952,-0.843791097226266,2.420754663801,1.83209492107753,2.20257847816677,-0.0646367452067049,1.63814236101468,2.06670129352138,-0.163284696382993,0.0651525780690862,-0.31116173733464,-1.87765885366631,0.328746875971939,0.0581244566210661,-1.94665525603978,2.48161531484756,2.74596602210137,2.45217704303287,0.0832383461321375,2.27071662759462,0.457557985787756,-0.903089986991944,0.9,0.736842105263158,0.125,NA,"Pacific","East Pacific",44.61273333,-124.0141333,17,36,0.0663259253620378,14.22,1.15289959639375,8.599666913,11.38466676,14.27333323,5.673666636,32.64866638,31.32666715,0.668666661,168.0416667,3.951333364,1.98779610725044,8.191333453,0.661233326,-0.179645266211945,5.263333321,0.721260874270969,5,-1019,-265,-0.23262,0.4388,"OR.A",-0.587592181099812,0.706661705117104,-1.88930983492084,-2.8838907505413,0.0205720325068754,-0.570791278852089,1.74776121961754,-1.58420940638562,0.88521131272142,-0.845945173795929,0.0332873314635079,-0.551294094687646,0.631426521994696,-2.14323436555666,-1.17738344959958,-0.292442285823202,-0.299170321883815,0.491080146150966,-2.06683509488764,-0.364763467932424,0.69460248676247,1.25620547531336,1.0954365481603,-0.581065757261098,-0.82540687726251,0.763875676555711,0.154772609840526,0.639863524294123,0.295476281019087,0.78819285934598,0,0.0626780626780627,0.211115120894984,0.435742238302908,0.754129429481033,0,0.164531427296797,0.872611150108258,0.912902913154694,0.935172527580983,0.337420286673954,0.31694752175342
"OR.B",85,62.8,315.725,162.15,216.4502164575,0.81690972225,29.221652777,106.3279999915,0.12474,6.3495,0.0183856700670494,6.60776549347038,1.28514277686606,4.8316634488485,8.19654656416763,4.8257052127621,2.68325558229591,2631.3649569188,1546.40385531757,896.518522606372,5.16016821275417,NA,0.562257290356914,0.327222100660561,2.49322882885,14.5520677659286,1.73822084074424,2.46564378862639,2.1764783982037,2.31719128176779,-0.0886734330996174,1.46329042591228,2.02302978084024,-1.76377383353358,0.790150338933454,0.014849896373912,0.646064619078595,0.868217941802685,0.568581322249659,0.328692349926236,3.25368016306142,3.33182503718531,3.03163746175527,2.79123002609637,0.680249515599648,0.395065136593605,NA,0.944444444444444,0.555555555555556,0,NA,"Pacific","East Pacific",43.34625,-124.3182833,16,33,-0.22457160795183,14.22,1.15289959639375,9.311999957,11.22499975,14.33799998,5.026000023,32.49766668,32.39466604,0.646333337,135.7666667,3.799000025,1.94910236391012,8.199666659,0.646400015,-0.189498642155473,3.767000039,0.575995624699547,25,-904,-451,-0.35837,0.58951,"OR.B",-0.361199362046593,0.446678674579415,-1.59927075975399,-2.35315678216044,-0.64605136912736,-0.262749251951378,1.31066893307448,-1.52030343549689,0.676992035773807,-0.506187718757801,-0.634715563831551,-0.362395995500263,0.289360035387625,-2.05105163044839,-0.614510463925283,-0.490347562021549,-0.183903280001869,0.310410239024668,-1.74954307196821,-0.539127572904787,0.928759803438953,-0.708168261607338,-1.14004399242985,0.224896257694271,-0.116689125830894,0.695713072833763,0.253903634771603,0.461555138300208,0.359983544752847,0.681053992181267,0.026420084962226,0.226495726495726,0.143991338866835,0.472725821468822,0.697123408008213,0.0901915194657544,0.103553452105013,0.947111629608392,0.396555030057518,0.304917195056329,0.537107862092155,0.494390671473898
"SD.A",97,0,353.225,303.575,356.50623887,0.386,12.005,65.178,1.940165,2.04859,1.07101316411468,28.6908378935195,20.867980739378,7.82285715414145,27.9513253271646,6.93153059438778,21.0197947327768,10272.22722343,2491.73819989075,7780.48902353922,377.363708256092,NA,0.276171555480636,0.723828444519364,1.33417900815,23.9720608852169,-1,2.53926856199414,2.46983707899876,2.52206037226789,-0.415339690605192,1.03931192899672,1.80347195706654,0.00134011524683368,1.4119517729015,1.24146490967127,0.85130659202093,1.38157652253375,0.764491916720261,1.23248220792411,3.94980307553376,3.91941553658122,3.30182811438291,3.77025475888352,2.53899515978714,0.123761092476191,-1.25527250510331,0.894736842105263,0.85,0.0555555555555556,NA,"Pacific","East Pacific",32.713756,-117.225474,19.44,35,-0.196372204655185,14.12,1.14983469671578,14.53899988,17.20999972,21.40766716,6.868666808,33.49266688,40.99099986,0.463333338,21.82575758,0.097000003,0.311448234864158,8.219666481,0.357133329,-0.447169617952402,2.902666688,0.462797168841269,250,-728,1718,1.39439,0.05264,"SD.A",2.86647836609913,-0.129010271380985,0.116954000920959,-0.321042957329511,-1.41532475159661,2.79352619228141,0.382207388859587,-0.0670584567644531,-1.07106904042673,0.794700979922386,-1.40558086124401,1.51177886244773,-0.437249854920004,0.0452172323650386,0.246929931541462,1.81748332009788,1.45945654663705,-0.0896530581266624,0.127943352182406,1.89123766472034,0.0946277710316582,1.58755423370271,1.32537598002173,1.0332402631098,0.557723946635892,0.123468292400698,0.63346390080594,0.255789941819102,1,0.453472034970535,0.627222408674461,0.477207977207977,0.926741248646698,1,0.570893106179624,0.623874502770602,0.953491867986927,0.681720663984102,1,1,0.737385606638471,0.66324488677955
"SD.B",100,2.5,242.525,1122.425,1059.969442345,0.295,5.327,32.392,0.061675,0.431525,0.145624435590039,21.8397705849351,21.2499434664288,0.589827118506344,8.52620384523595,7.1666913656662,1.35951247956975,2175.47572884083,1842.98334586796,332.49238297287,35.7421661315146,NA,0.831902355760659,0.168097644239341,1.87884433841176,19.4573878781254,-0.165081335730307,2.37421415356668,3.01686051322234,3.01403920094664,-0.532872268269304,0.718779506618934,1.50424171056611,-0.843956631072142,1.29575350982154,1.28286028393373,-0.297503049115779,0.875093284319805,0.792813769516332,0.00925116651815137,3.66794700381415,3.24706844172921,3.1647116423446,2.37768891156917,1.52662424808753,0.271312942843874,NA,0.95,0.9,NA,NA,"Pacific","East Pacific",32.700762,-117.172885,21.11,35,-0.0586128112462622,14.2173,1.15281712758661,14.44366678,17.01533318,21.09233411,6.648666859,33.4956665,41.60299937,0.444000006,21.53333333,0.091333335,0.302214054934578,8.221333186,0.357866665,-0.446278753917354,4.134000063,0.61637047890969,250,-833,1921,1.4903,0.01192,"SD.B",2.59790779791631,0.599674592135312,0.259113539336127,1.641341257051,-2.37162055433632,2.64170601591193,1.15833256296747,0.255774417696496,-1.07320535064935,2.0509512035871,-2.36385559840834,1.41867941422298,0.17014226717417,0.510895430142348,-0.266997577117676,2.03347671293801,1.32271486436793,0.416731632995493,0.283460630311541,2.02422582621457,0.0313613259711686,0.337182681869278,0.144709155388075,0.108297221585271,-0.107656802138887,0.122768950489294,1,0,0.968207246732833,0.643713717315443,0.760688372077284,0.327635327635328,1,0.956126250002783,0.730670553540778,0.668080907610495,1,0.66159154497909,0.671332042503178,0.667131272829657,0.508218933849061,0.496652113298894
"SF.A",62,0,148.263157894737,113.894736842105,48.35,0.9583333333,23.2974999995,117.463333335,0.77178,2.402725,0.334133371989537,4.88829158511952,3.75869737022281,1.12959421489671,55.0093725851648,15.0989243549919,39.9104482301728,7971.06234496202,2298.2844668496,5672.77787811241,53.3895036684057,NA,0.389440380983583,0.610559619016417,2.8557327153,12.0938820676367,-1,2.1483705711019,1.9925792192328,1.6150570135966,-0.0194406166497747,1.35848795940661,2.06493404677615,-0.732499494329564,0.588518711188249,0.230384950470524,-0.251472857820728,1.53801044383211,0.630347111543336,0.971972582287158,2.74567847284636,3.67037677370081,2.71914746652731,3.06281950608159,1.42586276628818,0.454927218833187,NA,0.6,0.4,NA,NA,"Pacific","East Pacific",37.946557,-122.418499,17.7,30,0.343900712249606,14.6,1.16435285578444,11.10000014,14.46125007,17.84749985,6.747500062,33.22599983,38.66674995,0.449500002,64.60294118,3.300999999,1.81686543227615,8.208499908,0.74817501,-0.125996801885412,6.856000066,0.836070813095923,250,-988,-704,-0.53203,0.6965,"SF.A",0.42042031603444,1.82798493364708,0.402439898442527,-2.7909993130215,0.839530651235979,1.11450781309687,2.53172546086977,0.381382405178473,-0.210757645226013,-0.786479301462857,0.853940682511105,0.482168119005664,1.2449534632996,0.692081752429725,-1.02565247085259,-0.759541297925751,0.214055403254512,1.27032086481666,0.440254367129191,-0.779923361926661,1.09498959118507,0.212732948173387,0.300386725772288,0.690639436007523,0.763235426254321,0.405099587870503,0.172122966059013,0.858918524678755,0.64839576440393,0.980356032413402,0.812617380510406,0.106837606837607,0.0526885600866113,0.600411392456959,1,0.7126501509094,0.0193432320508966,1,0.63861965415359,0.711021889235215,0.65250179421201,0.714699226922078
"SF.B",58.75,0.25,206.6,82.525,34.55,0.9166666667,27.573333333,126.8500000035,0.245735,2.688585,0.0933223478246524,14.7419605487767,14.7205774927104,0.021383056066373,308.240597722126,307.259953664477,0.98064405764872,62222.4490601204,62118.9911120385,103.45794808194,19.0075983676431,NA,0.99501240786003,0.00498759213997033,2.9029318692,12.0239846920343,-0.914621491195103,2.28692159041157,1.89908991407369,1.51944492024376,-0.0392254407870624,1.43277463057503,2.09790436663647,-1.06466337966049,1.09799804442118,1.09693978703089,-1.91794310156389,2.40539536332399,2.40311359774475,-1.8353618613234,3.38233036538127,4.68989416811068,4.68761239615237,0.16580018474898,1.2174122499794,0.461997294992818,NA,1,0.95,NA,NA,"Pacific","East Pacific",37.978118,-122.405941,17.5,27,0.786307675829339,14.6,1.16435285578444,10.84800029,14.61775017,18.38699961,7.539000034,33.23974991,38.25500011,0.447750002,61.72619048,3.301749945,1.81707180513044,8.208250046,0.749625012,-0.125155931201976,8.537750006,0.93134343407015,250,-1000,-686,-0.51638,0.65181,"SF.B",-0.0256227320847481,1.79922847699194,0.947376721788728,-3.12019185278805,0.833480878433615,0.855171287285592,2.52864021597863,0.727111019364417,-0.205568782140271,-0.997216933105001,0.847878390461427,0.32313729691787,1.24253896431912,1.1907864715293,-1.08438704327078,-0.740389174422685,-0.0130457164882436,1.25033715148575,1.03639510072978,-0.758223177093122,1.02555497847011,-0.0447226864614693,-0.163562628652002,2.0931821507644,1.90274248919816,0.406798212625452,0.110636052066533,0.857300331825977,0.59408794856912,0.979599785614409,0.955548928746617,0.0897435897435897,0.0591844099603031,0.527545697181458,0.993694622367566,0.882105525438371,0.0269321410906693,0.977908390758006,0.570945835553503,0.580219339475562,1,1
"WA.A",NA,NA,169.65,54.1666666666667,103.450471086,1.041,28.039,121.11,5.097575,6.753,0.762548890625765,1.47589715378436,1.47589715378436,0,0.739804034951902,0.739804034951902,0,117.4432798669,117.4432798669,0,131.013793941385,NA,1,0,2.10100379261111,16.0043099607577,NA,2.15760755310586,1.60543472818729,1.9552083239053,0.0166660464420747,1.43890580543722,2.0806504355324,-0.128700471794677,-0.00987129499005663,-0.00987129499005663,-2,-0.407770291837673,-0.407770291837673,-2,2.1586825375705,1.75601601441489,1.75601601441489,0,2.02507412238483,0.319409987226875,NA,0.7,0.9,NA,NA,"Pacific","East Pacific",46.474,-124.028,17,23,0.389609016051986,15.68,1.19534605834842,8.0697999,12.17259998,16.54920025,8.479399967,15.08259983,30.69560013,0.717000008,179.1785714,3.840600014,1.95974488492763,8.17539978,0.730420005,-0.136427340700847,12.34800005,1.09159662256862,50,-739,-447,-0.42165,0.60308,"WA.A",-2.29881861205828,-0.302490592420309,0.850615194207017,-2.83321360714627,1.03348569576224,-1.44317710903968,0.792589836260046,-0.24091401199419,1.191217393539,-0.813503426528415,1.04829709271663,-1.08626014051736,-0.116086370069403,-0.20556497737163,0.193089906824791,-0.486091534576423,-1.17043474410214,-0.210209670708619,0.930541567685953,-0.626871195669409,0.949843439477039,0.9528143003143,1.14374200633806,-1.94293283168985,-1.79298943010433,0.864049740787634,0.164238137703109,0.910797607921368,0.112789446395559,0.554063859334464,0.555346831534388,0.461538461538462,0.145434861060989,0.156195893636453,0.532854381552765,0.852016237664296,0.0728680742112869,0.953819688176614,0.833154651397388,0.948791421619104,0,0.0746918488229528
"WA.B",81.5,2.175,102,266.45,1047.237076685,0.4575,5.85325,27.2295,0.09953,0.27469,0.435551072138026,34.6328791801614,31.5047407745422,3.12813840561916,18.5746795382129,12.2663596408417,6.30831989737118,1901.05293861342,1246.82296498396,654.229973629455,43.1515494851843,NA,0.713725914111922,0.286274085888078,2.2193965316,16.9992634771535,0.238031398360878,1.99767406637922,2.40199059441604,3.00834505285611,-0.341706411456398,0.764823179939246,1.43231819040111,-0.403934981162749,1.46388400168393,1.42003917235513,0.0485689633090538,1.00945944277237,0.805421512162028,0.0677984231893584,3.45702751153072,3.00272123727132,2.79871557968778,2.07683656095602,1.58923697966923,0.344473984972411,-1,NA,1,0.1,NA,"Pacific","East Pacific",47.809,-122.815,16,20,0.430961453354948,15.93,1.20221577580113,3.374000064,10.17666658,15.13666693,11.76266638,29.46999995,31.97866567,0.68900001,93.07539683,10.23499997,3.19921864992063,7.842333317,2.172433297,0.336946450626088,8.288333257,0.918467204848845,5,-770,-581,-0.46153,0.51354,"WA.B",-3.25496254560458,0.18211450583688,0.83313185798908,1.40449434833103,-0.755216142729582,-1.83912631090835,1.28717787654101,-0.0684665705589502,1.41070132052054,1.89933003792883,-0.744106240264067,-1.32906483947443,0.270976038638008,0.0431860640858426,0.041358928077807,-0.628668453988135,-1.65725178756739,0.126556763292792,0.911415444377296,-0.68216853567973,0.810725622907387,0.414515186633666,0.759308663112363,-0.227849462485777,0.0688636596960132,0.935899937164716,0.955761495943446,0.432355751448974,0.0298734889624287,0.675295928580093,0.626640264540357,0.417378917378917,0.0970768675568387,0,0.63911288842513,0.846579561044363,0.0535296913035467,0.909557376887105,0.691659373488721,0.840407045119762,0.42493421933217,0.540847911520156
